Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Lizard's	100	1	1	14		10				4	115	mana		32	52											lcha	marb											0	0	0
Lizard's	100	1	1	26		18				4	115	mana		56	80											lcha	marb											0	0	0
Snake's	100	1	1	38		28				4	115	mana		84	104											lcha	marb											0	0	0
Snake's	100	1	1	50		36				4	115	mana		108	132											lcha	marb											0	0	0
Snake's	100	1	1	62		46				4	115	mana		136	156											lcha	marb											0	0	0
Serpent's	100	1	1	74		58				4	115	mana		160	184											lcha	marb											0	0	0
Serpent's	100	1	1	86		70				4	115	mana		188	208											lcha	marb											0	0	0
Serpent's	100	1	1	98		82				4	115	mana		212	236											lcha	marb											0	0	0
Lizard's	100	1	1	2		2				4	115	mana		8	16											mcha												0	0	0
Lizard's	100	1	1	18		12				4	115	mana		20	28											mcha												0	0	0
Lizard's	100	1	1	34		24				4	115	mana		32	48											mcha												0	0	0
Snake's	100	1	1	50		36				4	115	mana		52	72											mcha												0	0	0
Snake's	100	1	1	66		50				4	115	mana		76	92											mcha												0	0	0
Serpent's	100	1	1	82		66				4	115	mana		96	116											mcha												0	0	0
Serpent's	100	1	1	98		82				4	115	mana		120	136											mcha												0	0	0
Lizard's	100	1	1	32		24				4	115	mana		4	8											scha												0	0	0
Lizard's	100	1	1	32		24				4	115	mana		12	28											scha												0	0	0
Snake's	100	1	1	64		48				4	115	mana		32	48											scha												0	0	0
Serpent's	100	1		96		80				4	115	mana		52	68											scha												0	0	0
Lizard's	1	1	1	6		4				4	115	mana		12	20											armo	ring	amul	rod	orb			boot	glov				0	0	0
Snake's	1	1	1	12		8				4	115	mana		20	40											shld	rod	belt	ring	amul	circ							0	0	0
Serpent's	1	1	1	28		20				3	115	mana		44	80											shld	rod	belt	ring	amul	circ							0	0	0
Serpent's	1	1	1	74		54				2	115	mana		44	80											tors	boot	glov	weap	orb			rod					0	0	0
Drake's	1	1	1	40		30				2	115	mana		84	120									1	cblu	rod	ring	amul	orb	circ								0	0	0
Dragon's	1	1	1	48		36				2	115	mana		124	160									1	cblu	rod	ring	amul	orb	circ								0	0	0
Dragon's	1	1	1	104		78				2	115	mana		124	160									1	cblu	tors	boot	glov										0	0	0
Wyrm's	1	1	1	60		44				2	115	mana		164	240									1	cblu	rod	ring	amul	orb	circ								0	0	0
Great Wyrm's	100	1	1	74		58				2	115	mana		244	360									1	cblu	rod	ring	amul	orb	circ								0	0	0
Bahamut's	100	1		90		74				2	115	mana		364	480									1	cblu	rod	ring	amul	orb	circ								0	0	0
Zircon	100	1	1	6		4				2	115	mana		20	40									1	cblu	jewl												0	0	0
Jacinth	100	1	1	34		24				2	115	mana		44	60									1	cblu	jewl												0	0	0
Turquoise	100	1		58		42				2	115	mana		64	80									1	cblu	jewl														
Shimmering	100	1		16	26	12				1	116	res-all		12	24									1	lpur	lcha	marb											0	1280	500
Shimmering	100	1		28	68	20				1	116	res-all		32	48									1	lpur	lcha	marb											0	1280	1500
Shimmering	100	1		70		54				1	116	res-all		52	60									1	lpur	lcha	marb											0	1280	5000
Shimmering	100	1		34	66	24				1	116	res-all		12	20									1	lpur	mcha												0	1280	1500
Shimmering	100	1		68		52				1	116	res-all		24	32									1	lpur	mcha												0	1280	5000
Shimmering	100	1		66		50				1	116	res-all		12	20									1	lpur	scha												0	1280	10000
Shimmering	100	1	1	12		8				5	116	res-all		12	28									1	lpur	shld												0	1280	500
Rainbow	100	1	1	36		26				5	116	res-all		32	44									1	lpur	shld												0	1280	2000
Scintillating	100	1	1	56		42				5	116	res-all		48	60									1	lpur	shld												0	1280	4000
Prismatic	1	1	1	78		62				4	116	res-all		64	80									1	lpur	shld												0	1280	8000
Chromatic	100	1		100		84				4	116	res-all		84	120									1	lpur	shld												0	1280	16000
Shimmering	100	1	1	16		12				5	116	res-all		12	28									1	lpur	amul	circ											0	1280	3000
Rainbow	100	1	1	42		30				5	116	res-all		32	44									1	lpur	amul	circ											0	1280	6000
Scintillating	100	1	1	68		50				5	116	res-all		48	60									1	lpur	amul	circ											0	1280	12000
Prismatic	1	1	1	84		62				4	116	res-all		64	80									1	lpur	amul	circ											0	1280	24000
Chromatic	100	1		110		82				3	116	res-all		84	120									1	lpur	amul	circ											0	1280	32000
Shimmering	100	1	1	90		74				3	116	res-all		12	28									1	lpur	ring												0	1280	4000
Rainbow	100	1	1	112		96				2	116	res-all		32	44									1	lpur	ring												0	1280	8000
Scintillating	100	1		134		118				2	116	res-all		48	60									1	lpur	ring												0	1280	16000
Shimmering	100	1	1	32		24				1	116	res-all		20	40									1	lpur	jewl												0	1280	3000
Scintillating	100	1		68		52				1	116	res-all		44	60									1	lpur	jewl												0	1280	8000
Azure	100	1	1	2		2				2	117	res-cold		28	60											lcha	marb											0	0	0
Lapis	100	1	1	20		14				2	117	res-cold		64	80											lcha	marb											0	0	0
Cobalt	100	1	1	40		30				2	117	res-cold		84	100									1	lblu	lcha	marb											0	0	0
Sapphire	100	1		60		44				2	117	res-cold		104	120									1	lblu	lcha	marb											0	0	0
Azure	100	1	1	2		2				2	117	res-cold		16	28											mcha												0	0	0
Lapis	100	1	1	32		24				2	117	res-cold		32	40											mcha												0	0	0
Cobalt	100	1	1	50		36				2	117	res-cold		44	48									1	lblu	mcha												0	0	0
Sapphire	100	1		70		54				2	117	res-cold		52	60									1	lblu	mcha												0	0	0
Azure	100	1	1	2		2				2	117	res-cold		12	20											scha												0	0	0
Lapis	100	1	1	28		20				2	117	res-cold		24	28											scha												0	0	0
Cobalt	100	1	1	54		40				2	117	res-cold		32	36									1	lblu	scha												0	0	0
Sapphire	100	1		80		64				2	117	res-cold		40	44									1	lblu	scha												0	0	0
Azure	1	1	1	10		6				2	117	res-cold		20	40											armo	weap	ring	amul	orb	circ							0	0	0
Lapis	1	1	1	24		18				4	117	res-cold		44	80											armo	ring	amul	orb	circ								0	0	0
Lapis	1	1	1	70		52				2	117	res-cold		44	80											weap							orb					0	0	0
Cobalt	1	1	1	36		26				3	117	res-cold		84	120											armo	ring	amul	orb	circ								0	0	0
Cobalt	1	1	1	110		82				2	117	res-cold		84	120											weap							orb					0	0	0
Sapphire	1	1	1	50		36				3	117	res-cold		124	160									1	lblu	rod	boot	amul	orb	circ								0	0	0
Lapis Lazuli	100	1	1	4		2				4	117	res-cold		20	60									1	lblu	jewl												0	0	0
Sapphire	100	1	1	38		28				4	117	res-cold		64	120									1	lblu	jewl												0	0	0
Crimson	100	1	1	2		2				2	118	res-fire		28	60											lcha	marb											0	0	0
Russet	100	1	1	20		14				2	118	res-fire		64	80											lcha	marb											0	0	0
Garnet	100	1	1	40		30				2	118	res-fire		84	100									1	lred	lcha	marb											0	0	0
Ruby	100	1		60		44				2	118	res-fire		104	120									1	lred	lcha	marb											0	0	0
Crimson	100	1	1	2		2				2	118	res-fire		16	28											mcha												0	0	0
Russet	100	1	1	32		24				2	118	res-fire		32	40											mcha												0	0	0
Garnet	100	1	1	50		36				2	118	res-fire		44	48									1	lred	mcha												0	0	0
Ruby	100	1		70		54				2	118	res-fire		52	60									1	lred	mcha												0	0	0
Crimson	100	1	1	2		2				2	118	res-fire		12	20											scha												0	0	0
Russet	100	1	1	28		20				2	118	res-fire		24	28									1	lred	scha												0	0	0
Garnet	100	1		54		40				2	118	res-fire		32	36									1	lred	scha												0	0	0
Ruby	100	1	1	80		64				2	118	res-fire		40	44											scha												0	0	0
Russet	1	1	1	24		18				4	118	res-fire		44	80											armo	ring	amul	orb	circ								0	0	0
Russet	1	1	1	70		52				1	118	res-fire		44	80											weap							orb					0	0	0
Garnet	1	1	1	36		26				3	118	res-fire		84	120											armo	ring	amul	orb	circ								0	0	0
Garnet	1	1	1	110		82				1	118	res-fire		84	120											weap							orb					0	0	0
Ruby	1	1	1	50		36				3	118	res-fire		124	160									1	lred	rod	boot	amul	orb	circ								0	0	0
Garnet	100	1	1	4		2				4	117	res-fire		20	60									1	lred	jewl												0	0	0
Ruby	100	1	1	36		26				4	117	res-fire		64	120									1	lred	jewl												0	0	0
Tangerine	100	1	1	2		2				2	119	res-ltng		28	60											lcha	marb											0	0	0
Ocher	100	1	1	20		14				2	119	res-ltng		64	80											lcha	marb											0	0	0
Coral	100	1	1	40		30				2	119	res-ltng		84	100									1	lyel	lcha	marb											0	0	0
Amber	100	1		60		44				2	119	res-ltng		104	120									1	lyel	lcha	marb											0	0	0
Tangerine	100	1	1	2		2				2	119	res-ltng		16	28											mcha												0	0	0
Ocher	100	1	1	32		24				2	119	res-ltng		32	40											mcha												0	0	0
Coral	100	1	1	50		36				2	119	res-ltng		44	48									1	lyel	mcha												0	0	0
Amber	100	1		70		54				2	119	res-ltng		52	60									1	lyel	mcha												0	0	0
Tangerine	100	1	1	2		2				2	119	res-ltng		12	20											scha												0	0	0
Ocher	100	1	1	28		20				2	119	res-ltng		24	28											scha												0	0	0
Coral	100	1	1	54		40				2	119	res-ltng		32	36									1	lyel	scha												0	0	0
Amber	100	1		80		64				2	119	res-ltng		40	44									1	lyel	scha												0	0	0
Tangerine	1	1	1	10		6				4	119	res-ltng		20	40											armo	weap	ring	amul	orb	circ							0	0	0
Ocher	1	1	1	24		18				4	119	res-ltng		44	80											armo	ring	amul	orb	circ								0	0	0
Ocher	1	1	1	70		52				1	119	res-ltng		44	80											weap							orb					0	0	0
Coral	1	1	1	36		26				3	119	res-ltng		84	120											armo	ring	amul	orb	circ								0	0	0
Coral	1	1	1	110		82				1	119	res-ltng		84	120											weap							orb					0	0	0
Amber	1	1	1	50		36				3	119	res-ltng		124	160									1	lyel	rod	boot	amul	orb	circ								0	0	0
Camphor	100	1	1	4		2				4	117	res-ltng		20	60									1	lyel	jewl												0	0	0
Ambergris	100	1	1	38		28				4	117	res-ltng		64	120									1	lyel	jewl												0	0	0
Beryl	100	1	1	2		2				2	120	res-pois		28	60											lcha	marb											0	0	0
Viridian	100	1	1	20		14				2	120	res-pois		64	80											lcha	marb											0	0	0
Jade	100	1	1	40		30				2	120	res-pois		84	100									1	cgrn	lcha	marb											0	0	0
Emerald	100	1		60		44				2	120	res-pois		104	120									1	cgrn	lcha	marb											0	0	0
Beryl	100	1	1	2		2				2	120	res-pois		16	28											mcha												0	0	0
Viridian	100	1	1	32		24				2	120	res-pois		32	40											mcha												0	0	0
Jade	100	1	1	50		36				2	120	res-pois		44	48									1	cgrn	mcha												0	0	0
Emerald	100	1		70		54				2	120	res-pois		52	60									1	cgrn	mcha												0	0	0
Beryl	100	1	1	2		2				2	120	res-pois		12	20											scha												0	0	0
Viridian	100	1	1	28		20				2	120	res-pois		24	28											scha												0	0	0
Jade	100	1	1	54		40				2	120	res-pois		32	36									1	cgrn	scha												0	0	0
Emerald	100	1		80		64				2	120	res-pois		40	44									1	cgrn	scha												0	0	0
Beryl	1	1	1	10		6				4	120	res-pois		20	40											armo	weap	ring	amul	orb	circ							0	0	0
Viridian	1	1	1	24		18				4	120	res-pois		44	80											armo	ring	amul	orb	circ								0	0	0
Viridian	1	1	1	70		52				1	120	res-pois		44	80											weap							orb					0	0	0
Jade	1	1	1	36		26				3	120	res-pois		84	120											armo	ring	amul	orb	circ								0	0	0
Jade	1	1	1	110		82				1	120	res-pois		84	120											weap							orb					0	0	0
Emerald	1	1	1	50		36				3	120	res-pois		124	160									1	cgrn	rod	boot	amul	orb	circ								0	0	0
Beryl	100	1	1	4		2				4	117	res-pois		20	60									1	cgrn	jewl												0	0	0
Jade	100	1	1	38		28				4	117	res-pois		64	120									1	cgrn	jewl												0	0	0
Triumphant	1	1	1	6		4				4	121	mana-kill		4	4											weap	ring	circ										0	0	0
Victorious	100	1	1	34		24				4	121	mana-kill		8	20											weap	circ											0	0	0
Aureolin	100	1	1	44		32				4	121	mana-kill		4	12											jewl												0	0	0
Mechanist's	100	1	1	20		14				3	122	sock		4	8											weap	shld	helm	tors	circ			thro					0	0	0
Artificer's	100	1		66		50				2	122	sock	3													weap	shld	helm	tors				thro					0	0	0
Jeweler's	100	1		110		94				1	122	sock	4													weap	shld	helm	tors				thro					0	0	0
Assamic	100	1	1	6		2				2	123	att-demon		100	200	dmg-demon		40	100							weap	circ						wand	orb				0	0	0
Arcadian	100	1	1	30		22				2	123	att-demon		204	400	dmg-demon		104	200							weap	circ						wand	orb				0	0	0
Unearthly	100	1	1	50		36				1	123	att-demon		404	600	dmg-demon		204	400							weap							wand	orb				0	0	0
Astral	100	1	1	70		52				1	123	att-demon		604	800	dmg-demon		404	600							weap							wand	orb				0	0	0
Elysian	100	1	1	90		66				1	123	att-demon		804	1200	dmg-demon		604	800					1	dgld	weap							wand	orb				0	0	0
Celestial	100	1		110		82				1	123	att-demon		1204	1600	dmg-demon		804	1200					1	dgld	weap							wand	orb				0	0	0
Diamond	100	1	1	52		38				1	123	att-demon		100	200	dmg-demon		100	160							jewl												0	0	0
Fletcher's	100	1		100		84	ama			1	125	skilltab	0	4	4											lcha	marb											0	0	0
Acrobat's	100	1		100		84	ama			1	125	skilltab	1	4	4											lcha	marb											0	0	0
Harpoonist's	100	1		100		84	ama			1	125	skilltab	2	4	4											lcha	marb											0	0	0
Fletcher's	100	1	1	40		30	ama			1	125	skilltab	0	4	4											miss	glov											0	0	0
Bowyer's	100	1	1	80		60	ama			1	125	skilltab	0	8	8									1	lgld	miss	glov											0	0	0
Archer's	100	1		120		90	ama			1	125	skilltab	0	12	12									1	lgld	miss	glov											0	0	0
Acrobat's	100	1	1	40		30	ama			1	125	skilltab	1	4	4											glov	amul	circ										0	0	0
Gymnast's	100	1	1	80		60	ama			1	125	skilltab	1	8	8									1	lgld	glov	amul	circ										0	0	0
Athlete's	100	1		120		90	ama			1	125	skilltab	1	12	12									1	lgld	glov	amul	circ										0	0	0
Harpoonist's	100	1	1	40		30	ama			1	125	skilltab	2	4	4											spea	glov											0	0	0
Spearmaiden's	100	1	1	80		60	ama			1	125	skilltab	2	8	8									1	lgld	spea	glov											0	0	0
Lancer's	100	1		120		90	ama			1	125	skilltab	2	12	12									1	lgld	spea	glov											0	0	0
Burning	100	1	1	100		84	sor			1	125	skilltab	3	4	4											lcha	marb											0	0	0
Sparking	100	1	1	100		84	sor			1	125	skilltab	4	4	4											lcha	marb											0	0	0
Chilling	100	1	1	100		84	sor			1	125	skilltab	5	4	4											lcha	marb											0	0	0
Burning	100	1	1	40		30	sor			1	125	skilltab	3	4	4											staff	orb	amul	circ									0	0	0
Blazing	100	1	1	80		60	sor			1	125	skilltab	3	8	8									1	lgld	staff	orb	amul	circ									0	0	0
Volcanic	100	1		120		90	sor			1	125	skilltab	3	12	12									1	lgld	staff	orb	amul	circ									0	0	0
Sparking	100	1	1	40		30	sor			1	125	skilltab	4	4	4											staff	orb	amul	circ									0	0	0
Charged	100	1	1	80		60	sor			1	125	skilltab	4	8	8									1	lgld	staff	orb	amul	circ									0	0	0
Powered	100	1		120		90	sor			1	125	skilltab	4	12	12									1	lgld	staff	orb	amul	circ									0	0	0
Chilling	100	1	1	40		30	sor			1	125	skilltab	5	4	4											staff	orb	amul	circ									0	0	0
Freezing	100	1	1	80		60	sor			1	125	skilltab	5	8	8									1	lgld	staff	orb	amul	circ									0	0	0
Glacial	100	1		120		90	sor			1	125	skilltab	5	12	12									1	lgld	staff	orb	amul	circ									0	0	0
Hexing	100	1	1	100		84	nec			1	125	skilltab	6	4	4											lcha	marb											0	0	0
Fungal	100	1	1	100		84	nec			1	125	skilltab	7	4	4											lcha	marb											0	0	0
Graverobber's	100	1	1	100		84	nec			1	125	skilltab	8	4	4											lcha	marb											0	0	0
Hexing	100	1	1	40		30	nec			1	125	skilltab	6	4	4											wand	head	amul	circ									0	0	0
Blighting	100	1	1	80		60	nec			1	125	skilltab	6	8	8									1	lgld	wand	head	amul	circ									0	0	0
Accursed	100	1		120		90	nec			1	125	skilltab	6	12	12									1	lgld	wand	head	amul	circ									0	0	0
Fungal	100	1	1	40		30	nec			1	125	skilltab	7	4	4											wand	head	amul	knif	circ			tkni					0	0	0
Noxious	100	1	1	80		60	nec			1	125	skilltab	7	8	8									1	lgld	wand	head	amul	knif	circ			tkni					0	0	0
Venomous	100	1		120		90	nec			1	125	skilltab	7	12	12									1	lgld	wand	head	amul	knif	circ			tkni					0	0	0
Graverobber's	100	1	1	40		30	nec			1	125	skilltab	8	4	4											wand	head	amul	circ									0	0	0
Vodoun	100	1	1	80		60	nec			1	125	skilltab	8	8	8									1	lgld	wand	head	amul	circ									0	0	0
Golemlord's	100	1		120		90	nec			1	125	skilltab	8	12	12									1	lgld	wand	head	amul	circ									0	0	0
Lion Branded	100	1	1	100		84	pal			1	125	skilltab	9	4	4											lcha	marb											0	0	0
Captain's	100	1	1	100		84	pal			1	125	skilltab	10	4	4											lcha	marb											0	0	0
Preserver's	100	1	1	100		84	pal			1	125	skilltab	11	4	4											lcha	marb											0	0	0
Lion Branded	100	1	1	40		30	pal			1	125	skilltab	9	4	4											scep	swor	mace	shld	ashd	amul	circ						0	0	0
Hawk Branded	100	1	1	80		60	pal			1	125	skilltab	9	8	8									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Rose Branded	100	1		120		90	pal			1	125	skilltab	9	12	12									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Captain's	100	1	1	40		30	pal			1	125	skilltab	10	4	4											scep	swor	mace	shld	ashd	amul	circ						0	0	0
Commander's	100	1	1	80		60	pal			1	125	skilltab	10	8	8									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Marshal's	100	1		120		90	pal			1	125	skilltab	10	12	12									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Preserver's	100	1	1	40		30	pal			1	125	skilltab	11	4	4											shld	ashd	amul	circ									0	0	0
Warder's	100	1	1	80		60	pal			1	125	skilltab	11	8	8									1	lgld	shld	ashd	amul	circ									0	0	0
Guardian's	100	1		120		90	pal			1	125	skilltab	11	12	12									1	lgld	shld	ashd	amul	circ									0	0	0
Expert's	100	1	1	100		84	bar			1	125	skilltab	12	4	4											lcha	marb											0	0	0
Fanatic	100	1	1	100		84	bar			1	125	skilltab	13	4	4											lcha	marb											0	0	0
Sounding	100	1	1	100		84	bar			1	125	skilltab	14	4	4											lcha	marb											0	0	0
Expert's	100	1	1	40		30	bar			1	125	skilltab	12	4	4											phlm	weap	helm					miss	rod				0	0	0
Veteran's	100	1	1	80		60	bar			1	125	skilltab	12	8	8									1	lgld	phlm	weap	helm					miss	rod				0	0	0
Master's	100	1		120		90	bar			1	125	skilltab	12	12	12									1	lgld	phlm	weap	helm					miss	rod				0	0	0
Fanatic	100	1	1	40		30	bar			1	125	skilltab	13	4	4											phlm	weap	amul					miss	rod				0	0	0
Raging	100	1	1	80		60	bar			1	125	skilltab	13	8	8									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Furious	100	1		120		90	bar			1	125	skilltab	13	12	12									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Sounding	100	1	1	40		30	bar			1	125	skilltab	14	4	4											phlm	weap	amul					miss	rod				0	0	0
Resonant	100	1	1	80		60	bar			1	125	skilltab	14	8	8									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Echoing	100	1		120		90	bar			1	125	skilltab	14	12	12									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Trainer's	100	1	1	100		84	dru			1	125	skilltab	15	4	4											lcha	marb											0	0	0
Spiritual	100	1	1	100		84	dru			1	125	skilltab	16	4	4											lcha	marb											0	0	0
Nature's	100	1	1	100		84	dru			1	125	skilltab	17	4	4											lcha	marb											0	0	0
Trainer's	100	1	1	40		30	dru			1	125	skilltab	15	4	4											club	pelt	amul	circ									0	0	0
Caretaker's	100	1	1	80		60	dru			1	125	skilltab	15	8	8									1	lgld	club	pelt	amul	circ									0	0	0
Keeper's	100	1		120		90	dru			1	125	skilltab	15	12	12									1	lgld	club	pelt	amul	circ									0	0	0
Spiritual	100	1	1	40		30	dru			1	125	skilltab	16	4	4											club	pelt	amul	circ									0	0	0
Feral	100	1	1	80		60	dru			1	125	skilltab	16	8	8									1	lgld	club	pelt	amul	circ									0	0	0
Communal	100	1		120		90	dru			1	125	skilltab	16	12	12									1	lgld	club	pelt	amul	circ									0	0	0
Nature's	100	1	1	40		30	dru			1	125	skilltab	17	4	4											club	pelt	amul	circ									0	0	0
Terra's	100	1	1	80		60	dru			1	125	skilltab	17	8	8									1	lgld	club	pelt	amul	circ									0	0	0
Gaea's	100	1		120		90	dru			1	125	skilltab	17	12	12									1	lgld	club	pelt	amul	circ									0	0	0
Entrapping	100	1	1	100		84	ass			1	125	skilltab	18	4	4											lcha	marb											0	0	0
Mentalist's	100	1	1	100		84	ass			1	125	skilltab	19	4	4											lcha	marb											0	0	0
Shogukusha's	100	1	1	100		84	ass			1	125	skilltab	20	4	4											lcha	marb											0	0	0
Entrapping	100	1	1	40		30	ass			1	125	skilltab	18	4	4											h2h	amul	circ										0	0	0
Trickster's	100	1	1	80		60	ass			1	125	skilltab	18	8	8									1	lgld	h2h	amul	circ										0	0	0
Cunning	100	1		120		90	ass			1	125	skilltab	18	12	12									1	lgld	h2h	amul	circ										0	0	0
Mentalist's	100	1	1	40		30	ass			1	125	skilltab	19	4	4											h2h	amul	helm	circ									0	0	0
Psychic	100	1	1	80		60	ass			1	125	skilltab	19	8	8									1	lgld	h2h	amul	helm	circ									0	0	0
Shadow	100	1		120		90	ass			1	125	skilltab	19	12	12									1	lgld	h2h	amul	helm	circ									0	0	0
Shogukusha's	100	1	1	40		30	ass			1	125	skilltab	20	4	4											h2h	amul	glov	circ									0	0	0
Sensei's	100	1	1	80		60	ass			1	125	skilltab	20	8	8									1	lgld	h2h	amul	glov	circ									0	0	0
Kenshi's	100	1		120		90	ass			1	125	skilltab	20	12	12									1	lgld	h2h	amul	glov	circ									0	0	0
Miocene	100			2		2				1	101	ac/lvl	24											1	whit	tors												0	0	0
Miocene	100		1	2		2				1	101	ac/lvl	4											1	whit	glov	boot	belt	shld									0	0	0
Oligocene	100		1	20		14				1	101	ac/lvl	36											1	whit	tors												0	0	0
Oligocene	100		1	20		14				1	101	ac/lvl	8											1	whit	glov	boot	belt	shld									0	0	0
Eocene	100		1	40		30				1	101	ac/lvl	72											1	whit	tors												0	0	0
Eocene	100		1	40		30				1	101	ac/lvl	12											1	whit	glov	boot	belt	shld									0	0	0
Paleocene	100	1	1	60		44				4	101	ac/lvl	96											1	whit	tors												0	0	0
Paleocene	100	1	1	60		44				3	101	ac/lvl	16											1	whit	glov	boot	belt	shld									0	0	0
Knave's	100			2		2				1	111	dmg/lvl	4			att/lvl	40							1	whit	weap							staf	wand	orb			0	0	0
Jack's	100		1	20		14				1	111	dmg/lvl	8			att/lvl	60							1	whit	weap							staf	wand	orb			0	0	0
Jester's	100		1	40		30				1	111	dmg/lvl	12			att/lvl	88							1	whit	weap							staf	wand	orb			0	0	0
Joker's	100		1	70		52				1	111	dmg/lvl	16			att/lvl	132							1	whit	weap							staf	wand	orb			0	0	0
Trump	100	1	1	100		74				7	111	dmg/lvl	16			att/lvl	132							1	whit	weap							staf	wand	orb			0	0	0
Loud	100			2		2				1	105	dmg/lvl	8											1	whit	weap							staf	wand	orb			0	0	0
Calling	100		1	20		14				1	105	dmg/lvl	12											1	whit	weap							staf	wand	orb			0	0	0
Yelling	100		1	40		30				1	105	dmg/lvl	16											1	whit	weap							staf	wand	orb			0	0	0
Shouting	100		1	70		52				1	105	dmg/lvl	20											1	whit	weap							staf	wand	orb			0	0	0
Gritty	100	1	1	100		74				7	105	dmg/lvl	24											1	whit	weap							staf	wand	orb			0	0	0
Paradox	100		1	50		36				1	101	ac%/lvl	48											1	whit	tors												0	0	0
Paradox	100		1	50		36				1	105	dmg%/lvl	48											1	whit	weap							staf	wand	orb			0	0	0
Robineye	100			2		2				1	111	att/lvl	16											1	whit	weap							staf	wand	orb			0	0	0
Sparroweye	100			20		14				1	111	att/lvl	24											1	whit	weap							staf	wand	orb			0	0	0
Falconeye	100			40		30				1	111	att/lvl	32											1	whit	weap							staf	wand	orb			0	0	0
Hawkeye	100	1		70		52				7	111	att/lvl	48											1	whit	weap							staf	wand	orb			0	0	0
Eagleeye	100			100		74				1	111	att/lvl	64											1	whit	weap							staf	wand	orb			0	0	0
Visionary	100	1	1	50		36				1	111	att%/lvl	8											1	whit	helm	miss											0	0	0
Mnemonic	100	1	1	50		36				1	115	mana/lvl	24											1	cblu	helm												0	0	0
Snowflake	100	1	1	50		36				3	137	cold-len		100	100	cold-min		24	36	cold-max		76	120	1	whit	weap	circ											0	0	0
Shivering	100	1	1	70		52				2	137	cold-len		200	200	cold-min		40	60	cold-max		124	180	1	whit	weap												0	0	0
Boreal	100	1	1	100		80				1	137	cold-len		300	300	cold-min		64	92	cold-max		184	360	1	whit	weap												0	0	0
Hibernal	100	1	1	140		120				1	137	cold-len		400	400	cold-min		96	180	cold-max		364	560	1	whit	weap												0	0	0
Ember	100	1	1	50		36				3	138	fire-min		64	100	fire-max		124	240					1	whit	weap	circ											0	0	0
Smoldering	100	1	1	70		52				2	138	fire-min		104	200	fire-max		244	360					1	whit	weap												0	0	0
Smoking	100	1	1	94		74				1	138	fire-min		204	320	fire-max		364	520					1	whit	weap												0	0	0
Flaming	100	1	1	122		102				1	138	fire-min		324	480	fire-max		524	720					1	whit	weap												0	0	0
Scorching	100	1	1	154		134				1	138	fire-min		484	680	fire-max		724	960					1	whit	weap												0	0	0
Static	100	1	1	50		36				3	139	ltng-min		4	4	ltng-max		196	480					1	whit	weap	circ											0	0	0
Glowing	100	1	1	68		50				2	139	ltng-min		4	4	ltng-max		484	720					1	whit	weap												0	0	0
Buzzing	100	1	1	92		72				1	139	ltng-min		4	4	ltng-max		724	1040					1	whit	weap												0	0	0
Arcing	100	1	1	120		100				1	139	ltng-min		4	4	ltng-max		1044	1440					1	whit	weap												0	0	0
Shocking	100	1	1	152		132				1	139	ltng-min		4	4	ltng-max		1444	1920					1	whit	weap												0	0	0
Septic	100	1	1	2		2				3	140	dmg-pois	50	124	124									1	whit	weap	circ											0	0	0
Envenomed	100	1	1	20		14				2	140	dmg-pois	75	164	164									1	whit	weap												0	0	0
Corosive	100	1	1	40		30				1	140	dmg-pois	100	820	820									1	whit	weap												0	0	0
Toxic	100	1	1	70		52				1	140	dmg-pois	125	1232	1232									1	whit	weap												0	0	0
Pestilent	100	1		100		74				1	140	dmg-pois	150	1880	1880									1	whit	weap												0	0	0
Maiden's	1	1	1	72		54	ama			4	125	ama		4	4											amul	circ											0	0	0
Valkyrie's	1	1	1	180		134	ama			2	125	ama		8	8									1	cgrn	amul	circ											0	0	0
Maiden's	1	1	1	60		44	ama			4	125	ama		4	4											miss	spea											0	0	0
Valkyrie's	1	1	1	100		84	ama			2	125	ama		8	8									1	cgrn	miss	spea											0	0	0
Monk's	1	1	1	72		54	pal			4	125	pal		4	4											amul	circ											0	0	0
Priest's	1	1	1	180		134	pal			2	125	pal		8	8									1	cgrn	amul	circ											0	0	0
Monk's	1	1	1	60		44	pal			4	125	pal		4	4											scep	ashd											0	0	0
Priest's	1	1	1	100		84	pal			2	125	pal		8	8									1	cgrn	scep	ashd											0	0	0
Monk's	1	1	1	70		54	pal			4	125	pal		4	4											swor	mace	hamm	shld									0	0	0
Priest's	1	1	1	130		116	pal			2	125	pal		8	8									1	cgrn	swor	mace	hamm	shld									0	0	0
Summoner's	1	1	1	72		54	nec			4	125	nec		4	4											amul	circ											0	0	0
Necromancer's	1	1	1	180		134	nec			2	125	nec		8	8									1	cgrn	amul	circ											0	0	0
