name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	auto prefix	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Stone of Loki	Stone of Loki		1	100	15	15	2	1	0	1	30000		~z3			~z3	16	1	1	0	0	0	flpgsv	invza3			0	xxx			0	0	gemq	gem2	item_gem	10	item_gem	0	0	0	0	0	0	0	0	0	0			0	-1															0	0	0	~z2						255										255															255															255																									255															255			0	0		xxx	xxx			1	0		0
Stone of Thor	Stone of Thor		1	100	40	40	3	1	0	1	60000		~z4			~z4	16	1	1	0	0	0	flpgsr	invza4			0	xxx			0	0	gemq	gem1	item_gem	10	item_gem	0	0	0	0	0	0	0	0	0	0			0	-1															0	0	0	~z3						255										255															255															255																									255															255			0	0		xxx	xxx			1	0		0
Stone of Odin	Stone of Odin		1	100	60	60	4	1	0	1	120000		~z5			~z5	16	1	1	0	0	0	flpgsg	invza5			0	xxx			0	0	gemq	gem0	item_gem	10	item_gem	0	0	0	0	0	0	0	0	0	0			0	-1															0	0	0	~z4						255										255															255															255																									255															255			0	0		xxx	xxx			1	0		0
enArrows	enArrows		0	0	0	0	1	1	0	1	500	1000	eaq	350		eaq	16	1	3	0	0	0	flpqvr	invqvr			0	xxx			0	0	bowq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	500	500	200			0	-1															0	1	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx						0
enBolts	enBolts		0	0	0	0	1	1	0	1	500	1000	ebq	350		ebq	16	1	3	0	0	0	flpqvr	invcqv			0	xxx			0	0	xboq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	500	500	200			0	-1															0	1	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx						0
Blue Marble	Blue Marble		0	100	5	0	3	1	0	1	5000	45000	bm1			bm1	16	1	1	0	0	0	flpchm1	invmbb1			0	xxx			0	0	marb		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Red Marble	Red Marble		0	100	5	0	3	1	0	1	5000	45000	rm1			rm1	16	1	1	0	0	0	flpchm1	invmbr1			0	xxx			0	0	marb		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Green Marble	Green Marble		0	100	5	0	3	1	0	1	5000	45000	gm1			gm1	16	1	1	0	0	0	flpchm1	invmbg1			0	xxx			0	0	marb		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Yellow Marble	Yellow Marble		0	100	5	0	3	1	0	1	5000	45000	ym1			ym1	16	1	1	0	0	0	flpchm1	invmby1			0	xxx			0	0	marb		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Marble Rune Stone	Marble Rune Stone		0	100	5	2	3	1	0	1	5000	45000	mrs			mrs	16	2	2	0	0	0	flpbbk	invmrs			0	xxx			0	0	marb		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Orb of Element	Orb of Element		0	100	5	0	3	1	0	1	5000	45000	zo1			zo1	16	2	2	0	0	0	flpamu	invzo1			0	xxx			0	0	marb		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1												1	orbelemstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Orb of Fortification	Orb of Fortification		0	100	5	0	3	1	0	1	5000	45000	zo2			zo2	16	2	2	0	0	0	flpamu	invzo2			0	xxx			0	0	marb		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1												1	orbfortstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Orb of Power	Orb of Power		0	100	5	0	3	1	0	1	5000	45000	zo3			zo3	16	2	2	0	0	0	flpamu	invzo3			0	xxx			0	0	marb		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1												1	orbpowerstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Orb of Price	Orb of Price		0	100	5	0	3	1	0	1	5000	45000	zo4			zo4	16	2	2	0	0	0	flpamu	invzo4			0	xxx			0	0	marb		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1												1	orbpricestring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Orb of Experience	Orb of Experience		0	100	5	0	3	1	0	1	5000	45000	zo5			zo5	16	2	2	0	0	0	flpamu	invzo5			0	xxx			0	0	marb		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1												1	orbexpstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Stone of Protection	Stone of Protection		0	100	5	0	3	1	0	1	5000	45000	st1			st1	16	1	1	0	0	0	flpmss	invst1			0	xxx			0	0	elix		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	stoneprotectstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Stone of Skill	Stone of Skill		0	100	5	0	3	1	0	1	5000	45000	st2			st2	16	1	1	0	0	0	flpmss	invst2			0	xxx			0	0	elix		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	stoneskillstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Stone of Damage	Stone of Damage		0	100	5	0	3	1	0	1	5000	45000	st3			st3	16	1	1	0	0	0	flpmss	invst3			0	xxx			0	0	elix		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	stonedmgstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Stone of Damage Immunity	Stone of Damage Immunity		0	100	5	0	3	1	0	1	5000	45000	st4			st4	16	1	1	0	0	0	flpmss	invst4			0	xxx			0	0	elix		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	stonedmgimstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Stone of Resistance	Stone of Resistance		0	100	5	0	3	1	0	1	5000	45000	st5			st5	16	1	1	0	0	0	flpmss	invst5			0	xxx			0	0	elix		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	stoneresisstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Stone of Vitality	Stone of Vitality		0	100	5	0	3	1	0	1	5000	45000	st6			st6	16	1	1	0	0	0	flpmss	invst6			0	xxx			0	0	elix		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	stonevitstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Stone of Speed	Stone of Speed		0	100	5	0	3	1	0	1	5000	45000	st7			st7	16	1	1	0	0	0	flpmss	invst7			0	xxx			0	0	elix		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	stonespeedstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Stone of Purity	Stone of Purity		0	100	5	0	3	1	0	1	5000	45000	st8			st8	16	1	1	0	0	0	flpmss	invst8			0	xxx			0	0	elix		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	stonepuritystring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Stone of Absorption	Stone of Absorption		0	100	5	0	3	1	0	1	5000	45000	st9			st9	16	1	1	0	0	0	flpmss	invst9			0	xxx			0	0	elix		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	stoneabsorbstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gil Rune	Gil		1	100	10	8	1	1	0	1	560		r34			r34	16	1	1	0	0	0	flprun	invrEl			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Hal Rune	Hal		1	100	17	17	1	1	0	1	560		r35			r35	16	1	1	0	0	0	flprun	invrEld			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ida Rune	Ida		1	100	20	20	1	1	0	1	1260		r36			r36	16	1	1	0	0	0	flprun	invrTir			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ivo Rune	Ivo		1	100	20	20	1	1	0	1	1260		r37			r37	16	1	1	0	0	0	flprun	invrNef			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Lan Rune	Lan		1	100	23	23	2	1	0	1	2240		r38			r38	16	1	1	0	0	0	flprun	invrEth			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Rae Rune	Rae		1	100	23	23	2	1	0	1	2240		r39			r39	16	1	1	0	0	0	flprun	invrIth			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ren Rune	Ren		1	100	26	26	2	1	0	1	3500		r40			r40	16	1	1	0	0	0	flprun	invrTal			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Val Rune	Val		1	100	29	29	3	1	0	1	5040		r41			r41	16	1	1	0	0	0	flprun	invrRal			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cam Rune	Cam		1	100	32	32	3	1	0	1	6860		r42			r42	16	1	1	0	0	0	flprun	invrOrt			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Loe Rune	Loe		1	100	35	35	4	1	0	1	8960		r43			r43	16	1	1	0	0	0	flprun	invrThul			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Red Rune	Red		1	100	38	38	4	1	0	1	11340		r44			r44	16	1	1	0	0	0	flprun	invrAmn			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Rey Rune	Rey		1	100	41	41	5	1	0	1	14000		r45			r45	16	1	1	0	0	0	flprun	invrSol			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Than Rune	Than		1	100	44	44	5	1	0	1	16940		r46			r46	16	1	1	0	0	0	flprun	invrShae			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cal Rune	Cal		1	100	47	47	6	1	0	1	20160		r47			r47	16	1	1	0	0	0	flprun	invrDol			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ina Rune	Ina		1	100	50	50	6	1	0	1	1715		r48			r48	16	1	1	0	0	0	flprun	invrHel			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Keb Rune	Keb		1	100	53	53	7	1	0	1	27440		r49			r49	16	1	1	0	0	0	flprun	invrIo			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Mort Rune	Mort		1	100	56	56	7	1	0	1	31500		r50			r50	16	1	1	0	0	0	flprun	invrLum			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Rea Rune	Rea		1	100	59	59	8	1	0	1	35840		r51			r51	16	1	1	0	0	0	flprun	invrKo			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Seth Rune	Seth		1	100	62	62	8	1	0	1	40460		r52			r52	16	1	1	0	0	0	flprun	invrFal			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Uri Rune	Uri		1	100	65	65	9	1	0	1	45360		r53			r53	16	1	1	0	0	0	flprun	invrLem			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Anh Rune	Anh		1	100	68	68	9	1	0	1	50540		r54			r54	16	1	1	0	0	0	flprun	invrPul			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Etan Rune	Etan		1	100	71	71	10	1	0	1	56000		r55			r55	16	1	1	0	0	0	flprun	invrUm			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Irma Rune	Irma		1	100	74	74	10	1	0	1	61740		r56			r56	16	1	1	0	0	0	flprun	invrMal			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Orde Rune	Orde		1	100	77	77	11	1	0	1	67760		r57			r57	16	1	1	0	0	0	flprun	invrIst			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ros Rune	Ros		1	100	80	80	11	1	0	1	74060		r58			r58	16	1	1	0	0	0	flprun	invrGul			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Vila Rune	Vila		1	100	83	83	12	1	0	1	80640		r59			r59	16	1	1	0	0	0	flprun	invrVex			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ali Rune	Ali		1	100	86	86	12	1	0	1	87500		r60			r60	16	1	1	0	0	0	flprun	invrOhm			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ari Rune	Ari		1	100	89	89	13	1	0	1	94640		r61			r61	16	1	1	0	0	0	flprun	invrLo			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Atli Rune	Atli		1	100	92	92	13	1	0	1	102060		r62			r62	16	1	1	0	0	0	flprun	invrSur			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Oli Rune	Oli		1	100	95	95	14	1	0	1	109760		r63			r63	16	1	1	0	0	0	flprun	invrBer			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Kali Rune	Kali		1	100	98	98	14	1	0	1	117740		r64			r64	16	1	1	0	0	0	flprun	invrJo			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Grim Rune	Grim		1	100	101	101	15	1	0	1	126000		r65			r65	16	1	1	0	0	0	flprun	invrCham			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ultima Rune	Ultima		1	100	104	104	15	1	0	1	134540		r66			r66	16	1	1	0	0	0	flprun	invrZod			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Thor's Power	Thor's Power		0	100	5	0	3	1	0	1	100000		tp9			tp9	16	2	2	0	0	0	flpjaw	invtp9			0	xxx			0	0	elix		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	thorspowerstring		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
