name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Royal Shield	100	0	5	1	274	317	0	0	182	25	60	0	88	66	75374	5130	paa	paa		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	24	32			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Mummified Trophy	100	0	2	1	66	84	0	0	61	3	20	0	53	38	11590	5130	ne6	ne6		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			5	8	0	xxx	xxx	0	0	1
Fetish Trophy	100	0	3	1	72	91	0	0	66	5	20	0	62	46	14839	5130	ne7	ne7		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			5	8	0	xxx	xxx	0	0	1
Sexton Trophy	100	0	3	1	77	96	0	0	75	8	20	0	72	53	18169	5130	ne8	ne8		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Cantor Trophy	100	0	4	1	88	112	0	0	80	10	20	0	78	58	22750	5130	ne9	ne9		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Heirophant Trophy	100	0	5	1	101	122	0	0	93	12	20	0	86	64	27993	5130	nea	nea		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	4	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Blood Spirt	100	0	2	1	177	255	0	0	138	0	20	0	99	74	61755	25870	drb	drb			dr1	dr1	dr1	dr6	drb	0	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sun Spirit	100	0	3	1	172	257	0	0	152	0	20	0	110	82	68617	25870	drc	drc			dr4	dr4	dr2	dr7	drc	0	0	2	2	1	4	1	flpdr4	invdr2									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Earth Spirit	100	0	3	1	187	266	0	0	166	0	20	0	122	91	79730	25870	drd	drd			dr3	dr3	dr3	dr8	drd	0	0	2	2	1	4	1	flpdr3	invdr3									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sky Spirit	100	0	4	1	181	272	0	0	181	0	20	0	133	99	86575	25870	dre	dre			dr4	dr4	dr4	dr9	dre	0	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Dream Spirit	100	0	5	1	191	280	0	0	189	0	20	0	136	106	92143	25870	drf	drf			dr1	dr1	dr5	dra	drf	0	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Carnage Helm	100	0	2	1	179	257	0	0	170	0	25	0	96	72	60650	25870	bab	bab			ba1	dr1	ba1	ba6	bab	0	0	2	2	1	4	1	flpba1	invba1									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Fury Visor	100	0	3	1	185	263	0	0	206	0	35	0	106	78	68211	25870	bac	bac			ba1	bhm	ba2	ba7	bac	0	0	2	2	1	4	1	flpba1	invba2									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Destroyer Helm	100	0	3	1	195	274	0	0	242	0	45	0	117	86	78881	25870	bad	bad			ba3	bhm	ba3	ba8	bad	0	0	2	2	1	4	1	flpba3	invba3									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Conquerer Crown	100	0	4	1	200	280	0	0	278	0	50	0	128	96	88278	25870	bae	bae			ba5	bhm	ba4	ba9	bae	0	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Guardian Crown	100	0	5	1	205	295	0	0	314	0	55	0	136	104	97844	25871	baf	baf			ba5	bhm	ba5	baa	baf	0	0	2	2	1	4	1	flpba5	invba5									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sacred Targe	100	0	2	1	221	277	0	0	138	30	45	0	101	75	72618	5129	pab	pab		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0	0	0	1	0	22	70			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sacred Rondache	100	0	3	1	242	287	0	0	174	28	68	0	112	83	85659	5130	pac	pac		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0	0	1	0	35	58			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Ancient Shield	100	0	3	1	270	302	0	0	198	25	55	0	118	88	97676	5130	pad	pad		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	8	2	flppa3	invpa3									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0	0	0	1	0	10	82			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Zakarum Shield	100	0	4	1	296	339	0	0	227	22	65	0	131	98	120042	5130	pae	pae		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	8	2	flppa3	invpa4									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0	0	1	0	46	46			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Vortex Shield	100	0	5	1	320	395	0	0	237	19	90	0	136	106	139860	5130	paf	paf		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	5	87			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Minion Skull	100	0	2	1	166	244	0	0	123	3	20	0	94	70	56131	5130	neb	neb		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Hellspawn Skull	100	0	3	1	169	247	0	0	131	5	20	0	107	80	64437	5130	neg	neg		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Overseer Skull	100	0	3	1	172	250	0	0	146	8	20	0	106	78	64122	5130	ned	ned		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Succubae Skull	100	0	4	1	176	256	0	0	152	10	20	0	130	96	80462	5130	nee	nee		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Bloodlord Skull	100	0	5	1	181	260	0	0	170	12	20	0	136	104	86238	5130	nef	nef		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	4	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
cloak	100	0	4	1	10	20	0	0	25	0	30	0	5	5	10000	20519	1ck	1ck		380	1ck	bhm	1ck	2ck	3ck	0	1	2	3	1	6	1	flpscl	inv1ck									0	0	0	0	0	tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255			5	8	0	xxx	xxx	0	0	1
cloak2	100	0	4	1	50	100	0	0	50	0	60	0	45	45	20000	20519	2ck	2ck		380	2ck	bhm	1ck	2ck	3ck	0	1	2	3	1	6	1	flpscl	inv2ck									0	0	0	0	0	tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255			5	8	0	xxx	xxx	0	0	1
cloak3	100	0	4	1	100	200	0	0	60	0	90	0	90	90	30000	20519	3ck	3ck		380	3ck	bhm	1ck	2ck	3ck	0	1	2	3	1	6	1	flpscl	inv3ck									0	0	0	0	0	tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255			5	8	0	xxx	xxx	0	0	1
cloak4	100	0	4	1	10	20	0	0	25	0	30	0	5	5	10000	20519	4ck	4ck		390	4ck	bhm	4ck	5ck	6ck	0	1	2	3	1	6	1	flpchn	inv4ck									0	0	0	0	0	tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255			5	8	0	xxx	xxx	0	0	1
cloak5	100	0	4	1	50	100	0	0	50	0	60	0	45	45	20000	20519	5ck	5ck		390	5ck	bhm	4ck	5ck	6ck	0	1	2	3	1	6	1	flpchn	inv5ck									0	0	0	0	0	tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255			5	8	0	xxx	xxx	0	0	1
cloak6	100	0	4	1	100	200	0	0	60	0	90	0	90	90	30000	20519	6ck	6ck		390	6ck	bhm	4ck	5ck	6ck	0	1	2	3	1	6	1	flpchn	inv6ck									0	0	0	0	0	tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255			5	8	0	xxx	xxx	0	0	1
cloak7	100	0	4	1	10	20	0	0	25	0	30	0	5	5	10000	20519	7ck	7ck		400	7ck	bhm	7ck	8ck	9ck	0	1	2	3	1	6	1	flprng	inv7ck									0	0	0	0	0	tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255			5	8	0	xxx	xxx	0	0	1
cloak8	100	0	4	1	50	100	0	0	50	0	60	0	45	45	20000	20519	8ck	8ck		400	8ck	bhm	7ck	8ck	9ck	0	1	2	3	1	6	1	flprng	inv8ck									0	0	0	0	0	tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255			5	8	0	xxx	xxx	0	0	1
cloak9	100	0	4	1	100	200	0	0	60	0	90	0	90	90	30000	20519	9ck	9ck		400	9ck	bhm	7ck	8ck	9ck	0	1	2	3	1	6	1	flprng	inv9ck									0	0	0	0	0	tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255	1	2	2	2	255	0	0	0	0	255			5	8	0	xxx	xxx	0	0	1
