Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Life	1	1	1	82		66				4	1	red-dmg		16	28									1	dblu	tors	shld	circ								0	0	0
of Anima	100	1		102		86				4	1	red-dmg		32	60									1	dblu	tors	shld	circ								0	0	0
of Warding	1	1	1	14		10				4	2	red-mag		4	4									1	dblu	tors	shld	ring	amul	orb	circ					0	0	0
of the Sentinel	1	1	1	36		24				4	2	red-mag		8	8									1	dblu	ring	amul	orb	circ							0	0	0
of Guarding	1	1	1	52		38				4	2	red-mag		12	12									1	dblu	amul	orb	circ								0	0	0
of Negation	100	1		84		70				4	2	red-mag		16	24									1	dblu	amul	orb	circ								0	0	0
of the Sentinel	1	1	1	48		36				4	2	red-mag		8	8									1	dblu	tors	shld	circ								0	0	0
of Guarding	1	1	1	64		48				4	2	red-mag		12	12									1	dblu	tors	shld	circ								0	0	0
of Negation	100	1		82		66				4	2	red-mag		16	24									1	dblu	tors	shld	circ								0	0	0
of Coolness	100		1	22		16				1	3	abs-fire		8	8									1	cred	tors	shld	boot	circ							0	0	0
of Incombustibility	100		1	38		28				1	3	abs-fire		12	12									1	cred	tors	shld	boot	circ							0	0	0
of Amianthus	100		1	56		42				1	3	abs-fire		16	20									1	cred	tors	shld	boot	circ							0	0	0
of Fire Quenching	100			76		60				1	3	abs-fire		24	32									1	cred	tors	shld	boot	circ							0	0	0
of Coolness	100		1	26		18				1	3	abs-fire		8	8									1	cred	ring	amul	orb	circ							0	0	0
of Incombustibility	100		1	44		32				1	3	abs-fire		12	12									1	cred	amul	orb	circ								0	0	0
of Amianthus	100		1	66		50				1	3	abs-fire		16	20									1	cred	amul	orb	circ								0	0	0
of Fire Quenching	100			92		76				1	3	abs-fire		24	32									1	cred	amul	orb	circ								0	0	0
of Faith	100		1	46		34				1	3	abs-fire		4	8									1	cred	jewl										0	0	0
of Resistance	100		1	22		16				1	3	abs-ltng		8	8									1	dyel	tors	shld	boot	circ							0	0	0
of Insulation	100		1	38		28				1	3	abs-ltng		12	12									1	dyel	tors	shld	boot	circ							0	0	0
of Grounding	100		1	56		42				1	3	abs-ltng		16	20									1	dyel	tors	shld	boot	circ							0	0	0
of the Dynamo	100			76		60				1	3	abs-ltng		24	32									1	dyel	tors	shld	boot	circ							0	0	0
of Resistance	100		1	26		18				1	3	abs-ltng		8	8									1	dyel	ring	amul	orb	circ							0	0	0
of Insulation	100		1	44		32				1	3	abs-ltng		12	12									1	dyel	amul	orb	circ								0	0	0
of Grounding	100		1	66		50				1	3	abs-ltng		16	20									1	dyel	amul	orb	circ								0	0	0
of the Dynamo	100			92		76				1	3	abs-ltng		24	32									1	dyel	amul	orb	circ								0	0	0
of Stoicism	100		1	44		32				1	3	abs-ltng		4	8									1	dyel	jewl										0	0	0
of Warming	100		1	22		16				1	3	abs-cold		8	8									1	dblu	tors	shld	boot	circ							0	0	0
of Thawing	100		1	38		28				1	3	abs-cold		12	12									1	dblu	tors	shld	boot	circ							0	0	0
of the Dunes	100		1	56		42				1	3	abs-cold		16	20									1	dblu	tors	shld	boot	circ							0	0	0
of the Sirocco	100			76		60				1	3	abs-cold		24	32									1	dblu	tors	shld	boot	circ							0	0	0
of Warming	100		1	26		18				1	3	abs-cold		8	8									1	dblu	ring	amul	orb	circ							0	0	0
of Thawing	100		1	44		32				1	3	abs-cold		12	12									1	dblu	amul	orb	circ								0	0	0
of the Dunes	100		1	66		50				1	3	abs-cold		16	20									1	dblu	amul	orb	circ								0	0	0
of the Sirocco	100			92		76				1	3	abs-cold		24	32									1	dblu	amul	orb	circ								0	0	0
of Desire	100		1	46		34				1	3	abs-cold		4	8									1	dblu	jewl										0	0	0
of Piercing	1	1	1	50		36				2	4	ignore-ac		4	4											rod	knif	h2h								0	0	0
of Bashing	100		1	32		24				4	5	dmg-ac		-100	-160											blun							wand	staf	orb	0	0	0
of Puncturing	100		1	12		8				4	5	dmg-ac		-40	-80											spea	knif	h2h								0	0	0
of Thorns	1	1	1	28		20				4	6	thorns		4	12											tors	shld	belt	circ							0	0	0
of Spikes	1	1	1	42		30				4	6	thorns		16	24									1	oran	tors	shld	belt	circ							0	0	0
of Razors	100	1	1	68		52				4	6	thorns		28	36									1	oran	tors	shld	circ								0	0	0
of Swords	100	1		94		78				4	6	thorns		40	80									1	oran	tors	shld	circ								0	0	0
of Malice	100	1	1	74		58				4	6	thorns		4	20									1	oran	jewl										0	0	0
of Readiness	1	1	1	10		6				6	7	swing1		40	40									1	dyel	weap	bowq	xboq					wand	orb		0	0	0
of Alacrity	1	1	1	50		34				6	7	swing2		80	80									1	dyel	weap	bowq	xboq					wand	orb		0	0	0
of Swiftness	1	1	1	68		52				6	7	swing2		120	120									1	dyel	mele							wand	staf	orb	0	0	0
of Quickness	1	1	1	92		76				5	7	swing3		160	160									1	dyel	mele							wand	staf	orb	0	0	0
of Alacrity	100	1	1	86		70				4	7	swing2		80	80									1	dyel	glov										0	0	0
of Fervor	100	1		78		62				4	7	swing1		60	60									1	dyel	jewl										0	0	0
of Blocking	1	1	1	2		2				7	8	block		40	40	block2		60	60							shld										0	0	0
of Deflecting	1	1	1	22		16				6	8	block		80	80	block2		120	120							shld										0	0	0
of the Apprentice	1	1	1	10		6				6	9	cast1		40	40											rod	ring	amul	orb	circ						0	0	0
of the Magus	1	1	1	58		42				5	9	cast3		80	80											rod	orb	circ					scep			0	0	0
of Frost	1	1	1	8		6				5	10	cold-min		4	4	cold-max		4	8	cold-len		100	100	1	dblu	weap	bowq	xboq					wand	orb		0	0	0
of the Icicle	100	1	1	26		18				4	10	cold-min		4	4	cold-max		12	16	cold-len		150	150	1	dblu	weap	bowq	xboq					wand	orb		0	0	0
of the Glacier	1	1	1	54		40				3	10	cold-min		8	16	cold-max		16	60	cold-len		200	200	1	dblu	weap	bowq	xboq					wand	orb		0	0	0
of Winter	100	1	1	90		74				2	10	cold-min		20	36	cold-max		64	200	cold-len		300	300	1	dblu	mele							wand	orb		0	0	0
of Frost	1	1	1	110		82				2	10	cold-min		4	4	cold-max		12	24	cold-len		100	100	1	dblu	belt	amul									0	0	0
of Frigidity	100	1	1	32		24				2	10	cold-min		4	4	cold-max		12	20	cold-len		100	100	1	dblu	jewl										0	0	0
of Warmth	1	1	1	20		14				4	11	half-freeze		4	4											shld	boot	glov	ring	amul	circ	orb				0	0	0
of Flame	1	1	1	8		6				5	12	fire-min		4	4	fire-max		8	20					1	dred	weap	bowq	xboq					wand	orb		0	0	0
of Fire	1	1	1	30		22				4	12	fire-min		4	16	fire-max		24	44					1	dred	weap	bowq	xboq					wand	orb		0	0	0
of Burning	1	1	1	50		36				3	12	fire-min		20	36	fire-max		40	80					1	dred	weap	bowq	xboq					wand	orb		0	0	0
of Incineration	100	1	1	86		70				2	12	fire-min		40	80	fire-max		84	300					1	dred	mele							wand	orb		0	0	0
of Flame	100	1	1	80		60				2	12	fire-min		4	4	fire-max		8	24					1	dred	glov	ring	amul								0	0	0
of Passion	100	1	1	30		22				2	12	fire-min		4	12	fire-max		24	40					1	dred	jewl										0	0	0
of Shock	1	1	1	8		6				5	13	ltng-min		4	4	ltng-max		24	32					1	dyel	weap	bowq	xboq					wand	orb		0	0	0
of Lightning	1	1	1	30		22				4	13	ltng-min		4	4	ltng-max		36	64					1	dyel	weap	bowq	xboq					wand	orb		0	0	0
of Thunder	1	1	1	50		36				3	13	ltng-min		4	4	ltng-max		68	160					1	dyel	weap	bowq	xboq					wand	orb		0	0	0
of Storms	100	1	1	68		52				2	13	ltng-min		4	24	ltng-max		164	480					1	dyel	mele							wand	orb		0	0	0
of Shock	100	1	1	100		74				2	13	ltng-min		4	4	ltng-max		44	92					1	dyel	boot	ring	amul								0	0	0
of Ennui	100	1	1	30		22				2	13	ltng-min		4	4	ltng-max		40	80					1	dyel	jewl										0	0	0
of Craftsmanship	1	1	1	2		2				8	14	dmg-max		4	4									1	blac	weap	ring	amul	bowq	xboq			wand	staf	orb	0	0	0
of Quality	1	1	1	8		6				8	14	dmg-max		8	8									1	blac	weap	bowq	xboq					wand	staf	orb	0	0	0
of Maiming	1	1	1	14		10				7	14	dmg-max		12	16									1	blac	weap	bowq	xboq					wand	staf	orb	0	0	0
of Slaying	1	1	1	22		16				7	14	dmg-max		20	28									1	blac	weap	bowq	xboq					wand	staf	orb	0	0	0
of Gore	1	1	1	28		20				6	14	dmg-max		32	40									1	blac	weap	bowq	xboq					wand	staf	orb	0	0	0
of Carnage	1	1	1	38		28				6	14	dmg-max		44	56									1	blac	weap	bowq	xboq					wand	staf	orb	0	0	0
of Slaughter	1	1	1	50		36				5	14	dmg-max		60	80									1	blac	weap	bowq	xboq					wand	staf	orb	0	0	0
of Butchery	100	1		70		54				5	14	dmg-max		84	160									1	blac	weap	bowq	xboq					wand	staf	orb	0	0	0
of Evisceration	100	1		90		74				4	14	dmg-max		164	252									1	blac	weap	bowq	xboq					wand	staf	orb	0	0	0
of Maiming	1	1	1	84		68				4	14	dmg-max		12	16									1	blac	shld	ring	amul								0	0	0
of Craftsmanship	100	1	1	2	14	2				4	14	dmg-max		4	8									1	blac	circ										0	0	0
of Craftsmanship	100	1	1	16	28	12				4	14	dmg-max		8	12									1	blac	circ										0	0	0
of Craftsmanship	100	1	1	30		22				4	14	dmg-max		16	20									1	blac	circ										0	0	0
of Quality	100	1	1	46	58	34				4	14	dmg-max		24	28									1	blac	circ										0	0	0
of Quality	100	1	1	60		44				4	14	dmg-max		28	32									1	blac	circ										0	0	0
of Maiming	100	1		74	88	58				4	14	dmg-max		36	40									1	blac	circ										0	0	0
of Maiming	100	1		90		74				4	14	dmg-max		44	48									1	blac	circ										0	0	0
of Craftsmanship	100	0	1	16	34	12				4	14	dmg-max		4	4									1	blac	mcha										0	0	0
of Craftsmanship	100	0	1	36		26				4	14	dmg-max		8	8									1	blac	mcha										0	0	0
of Quality	100	0	1	56	74	42				4	14	dmg-max		12	16									1	blac	mcha										0	0	0
of Quality	100	0	1	76		60				4	14	dmg-max		20	24									1	blac	mcha										0	0	0
of Maiming	100	0		96		80				4	14	dmg-max		28	32									1	blac	mcha										0	0	0
of Craftsmanship	100	0	1	42		30				4	14	dmg-max		4	4									1	blac	scha										0	0	0
of Quality	100	0	1	72		56				4	14	dmg-max		8	8									1	blac	scha										0	0	0
of Maiming	100	0		102		86				4	14	dmg-max		12	16									1	blac	scha										0	0	0
of Ire	100	1	1	8		6				4	14	dmg-max		8	20									1	blac	jewl										0	0	0
of Wrath	100	1	1	22		16				4	14	dmg-max		24	36									1	blac	jewl										0	0	0
of Carnage	100	1		50		36				4	14	dmg-max		44	60									1	blac	jewl												
of Worth	1	1	1	2		2				8	15	dmg-min		4	8									1	blac	weap	bowq	xboq					staf	wand	orb	0	0	0
of Measure	1	1	1	24		18				7	15	dmg-min		12	16									1	blac	weap	bowq	xboq					staf	wand	orb	0	0	0
of Excellence	1	1	1	48		36				6	15	dmg-min		20	32									1	blac	weap	bowq	xboq					staf	wand	orb	0	0	0
of Performance	1	1	1	96		80				5	15	dmg-min		36	56									1	blac	weap	bowq	xboq					staf	wand	orb	0	0	0
of Transcendence	100	1	1	152		136				4	15	dmg-min		60	80									1	blac	weap	bowq	xboq					staf	wand	orb	0	0	0
of Worth	1	1	1	30		22				4	15	dmg-min		8	12									1	blac	ring	amul	circ								0	0	0
of Measure	1	1	1	74		58				4	15	dmg-min		16	20									1	blac	ring	amul	circ								0	0	0
of Excellence	1	1	1	118		102				4	15	dmg-min		24	36									1	blac	ring	amul	circ								0	0	0
of Performance	100	1		162		146				4	15	dmg-min		40	52									1	blac	ring	amul	circ								0	0	0
of Joyfulness	100	1	1	10		6				4	15	dmg-min		4	16									1	whit	jewl										0	0	0
of Bliss	100	1	1	86		74				4	15	dmg-min		20	40									1	whit	jewl										0	0	0
of Blight	1	1	1	10		6				5	16	dmg-pois	75	96	96									1	dgrn	weap	circ						rod	orb		0	0	0
of Venom	1	1	1	30		22				4	16	dmg-pois	100	216	216									1	dgrn	weap	circ						rod	orb		0	0	0
of Pestilence	1	1	1	50		36				3	16	dmg-pois	125	412	412									1	dgrn	weap	circ						rod	orb		0	0	0
of Anthrax	100	1	1	66		50				2	16	dmg-pois	150	684	684									1	dgrn	weap							rod	orb		0	0	0
of Blight	100	1	1	90		66				2	16	dmg-pois	75	684	684									1	dgrn	ring	amul									0	0	0
of Envy	100	1	1	2		2				2	16	dmg-pois	50	412	412									1	dgrn	jewl										0	0	0
of Dexterity	1	1	1	2		2				4	17	dex		4	8									1	dgld	amul	miss	circ								0	0	0
of Skill	1	1	1	22		16				3	17	dex		12	20									1	dgld	amul	miss	circ								0	0	0
of Accuracy	1	1	1	54		40				3	17	dex		24	36									1	dgld	amul	miss	circ								0	0	0
of Precision	1	1	1	86		70				3	17	dex		40	60									1	dgld	amul	miss	circ								0	0	0
of Perfection	1	1	1	118		102				3	17	dex		64	80									1	dgld	amul	miss	circ								0	0	0
of Nirvana	100	1		144		128				3	17	dex		84	120									1	dgld	amul	miss	circ								0	0	0
of Dexterity	1	1	1	12		8				4	17	dex		4	8									1	dgld	ring	glov									0	0	0
of Skill	1	1	1	44		32				3	17	dex		12	20									1	dgld	ring	glov									0	0	0
of Accuracy	1	1	1	78		62				3	17	dex		24	36									1	dgld	ring	glov									0	0	0
of Precision	1	1	1	112		96				3	17	dex		40	60									1	dgld	ring	glov									0	0	0
of Perfection	100	1		150		134				3	17	dex		64	80									1	dgld	ring	glov									0	0	0
of Dexterity	1	1	1	26		18				3	17	dex		8	12									1	dgld	tors	boot						glov			0	0	0
of Skill	1	1	1	68		52				3	17	dex		16	20									1	dgld	tors	boot						glov			0	0	0
of Accuracy	1	1	1	92		76				3	17	dex		24	36									1	dgld	tors	boot						glov			0	0	0
of Precision	100	1		120		104				3	17	dex		40	60									1	dgld	tors	boot						glov			0	0	0
of Dexterity	100	1	1	2		2				4	31	dex		12	16									1	dgld	lcha	marb									0	0	0
of Dexterity	100	1	1	6		4				4	31	dex		8	12									1	dgld	mcha										0	0	0
of Dexterity	100	1	1	14		10				4	31	dex		4	4									1	dgld	scha										0	0	0
of Dexterity	100	1	1	28		20				4	31	dex		20	24									1	dgld	lcha	marb									0	0	0
of Dexterity	100	1	1	36		26				4	31	dex		16	20									1	dgld	mcha										0	0	0
of Dexterity	100	1	1	44		32				4	31	dex		8	8									1	dgld	scha										0	0	0
of Daring	100	1	1	14		10				3	17	dex		4	12									1	dgld	jewl										0	0	0
of Balance	1	1	1	10		6				4	18	balance1		40	40									1	dyel	armo							glov			0	0	0
of Equilibrium	1	1	1	18		12				4	18	balance2		68	68									1	dyel	tors	belt	shld								0	0	0
of Stability	1	1	1	36		26				4	18	balance3		96	96									1	dyel	tors	belt									0	0	0
of Balance	100	1	1	2		2				4	18	balance3		48	48									1	dyel	lcha	marb									0	0	0
of Balance	100	1	1	38		28				4	18	balance2		32	32									1	dyel	mcha										0	0	0
of Balance	100	1	1	74		58				4	18	balance1		20	20									1	dyel	scha										0	0	0
of Truth	100	1	1	88		72				4	18	balance1		28	28									1	cred	jewl										0	0	0
of Regeneration	1	1	1	20		14				4	19	regen		12	20									1	cred	scep	belt	ring	amul	circ						0	0	0
of Regeneration	1	1	1	80		60				4	19	regen		12	20									1	cred	shld	glov									0	0	0
of Regeneration	1	1	1	140		104				4	19	regen		12	20									1	cred	tors	weap	boot					scep			0	0	0
of Regrowth	1	1	1	34		24				4	19	regen		24	40									1	cred	scep	amul	circ								0	0	0
of Regrowth	1	1	1	110		82				4	19	regen		24	36									1	cred	belt	ring									0	0	0
of Revivification	100	1		76		60				4	19	regen		44	60									1	cred	scep	amul	circ								0	0	0
of Honor	100	1	1	94		70				4	19	regen		4	16									1	cred	jewl										0	0	0
of Vileness	1	1	1	18		12				3	20	noheal		4	4											mele							rod	orb		0	0	0
of Greed	1	1	1	2		2				4	21	gold%		100	160									1	lgld	ring	amul	circ								0	0	0
of Wealth	1	1	1	34		24				4	21	gold%		164	320									1	lgld	boot	glov	belt	amul	circ						0	0	0
of Greed	100	1	1	2		2				4	21	gold%		40	80									1	lgld	lcha	marb									0	0	0
of Greed	100	1	1	14		10				4	21	gold%		84	120									1	lgld	lcha	marb									0	0	0
of Greed	100	1	1	38		28				4	21	gold%		124	160									1	lgld	lcha	marb									0	0	0
of Greed	100	1	1	2		10				4	21	gold%		20	40									1	lgld	mcha										0	0	0
of Greed	100	1	1	40		30				4	21	gold%		44	88									1	lgld	mcha										0	0	0
of Greed	100	1	1	2		30				4	21	gold%		20	40									1	lgld	scha										0	0	0
of Avarice	100	1	1	2		2				4	21	gold%		40	120									1	lgld	jewl										0	0	0
of Chance	1	1	1	24		18				4	22	mag%		20	60									1	lgld	boot	glov	ring	amul	circ						0	0	0
of Fortune	1	1	1	32		24				4	22	mag%		64	100									1	lgld	boot	glov	amul	circ							0	0	0
of Fortune	1	1		84		62				4	22	mag%		64	100									1	lgld	ring										0	0	0
of Luck	100	1		52		38				4	22	mag%		104	140									1	lgld	boot	amul	circ								0	0	0
of Fortune	100	1	1	62		36				3	22	mag%		12	20									1	lgld	scha										0	0	0
of Good Luck	100	1		94		66				2	22	mag%		24	28									1	lgld	scha										0	0	0
of Prosperity	100	1	1	52		38				2	22	mag%		20	40									1	lgld	jewl										0	0	0
of Energy	1	1	1	2		2				4	23	enr		4	12									1	dgld	amul	orb	circ	wand	staf						0	0	0
of the Mind	1	1	1	14		6				4	23	enr		16	24									1	dgld	amul	orb	circ	wand	staf						0	0	0
of Brilliance	1	1	1	26		18				3	23	enr		28	40									1	dgld	amul	orb	circ	wand	staf						0	0	0
of Sorcery	1	1	1	42		32				3	23	enr		44	60									1	dgld	amul	orb	circ	wand	staf						0	0	0
of Wizardry	1	1	1	62		46				3	23	enr		64	80									1	dgld	amul	orb	circ	wand	staf						0	0	0
of Enlightenment	100	1		82		66				3	23	enr		84	120									1	dgld	amul	orb	circ	wand	staf						0	0	0
of Energy	1	1	1	14		10				4	23	enr		4	12									1	dgld	ring										0	0	0
of the Mind	1	1	1	26		18				3	23	enr		16	24									1	dgld	ring										0	0	0
of Brilliance	1	1	1	42		32				3	23	enr		28	40									1	dgld	ring										0	0	0
of Sorcery	1	1	1	62		46				3	23	enr		44	60									1	dgld	ring										0	0	0
of Wizardry	100	1		82		66				3	23	enr		64	80									1	dgld	ring										0	0	0
of Energy	1	1	1	8		6				3	23	enr		4	12									1	dgld	helm	scep									0	0	0
of the Mind	1	1	1	20		14				3	23	enr		16	24									1	dgld	helm	scep									0	0	0
of Brilliance	1	1	1	32		24				3	23	enr		28	40									1	dgld	helm	scep									0	0	0
of Sorcery	100	1		52		42				3	23	enr		44	60									1	dgld	helm	scep									0	0	0
of Knowledge	100	1	1	18		12				3	23	enr		4	20									1	dgld	jewl										0	0	0
of the Bear	1	1	1	16		12				3	24	knock		4	4											mele										0	0	0
of Light	1	1	1	12		8				1	25	light		4	4	att		60	60							armo	rod	ring	amul							0	0	0
of Radiance	1	1	1	30		22				1	25	light		12	12	att		120	120							rod	miss	ring	amul	helm						0	0	0
of the Sun	1	1	1	34		24				1	25	light		20	20	att%		20	20							rod	miss	glov	ring	amul	helm					0	0	0
of the Jackal	1	1	1	2		2				3	26	hp		4	20									1	cred	tors	belt	amul	phlm	circ						0	0	0
of the Fox	1	1	1	14		10				3	26	hp		24	40									1	cred	tors	belt	amul	phlm	circ						0	0	0
of the Wolf	1	1	1	30		22				3	26	hp		44	80									1	cred	tors	belt	amul	phlm	circ						0	0	0
of the Tiger	1	1	1	40		30				3	26	hp		84	120									1	cred	tors	belt	amul	phlm	circ						0	0	0
of the Mammoth	1	1	1	50		36				3	26	hp		124	160									1	cred	tors	belt	amul	phlm	circ						0	0	0
of the Colosuss	1	1	1	60		44				3	26	hp		164	240									1	cred	tors	belt	amul	phlm	circ						0	0	0
of the Squid	100	1		80		60				3	26	hp		244	320									1	cred	tors	belt	amul	phlm	circ						0	0	0
of the Whale	100	1		100		74				3	26	hp		324	400									1	cred	tors	belt	amul	phlm	circ						0	0	0
of the Jackal	100	1	1	8		6				3	26	hp		4	20									1	cred	shld	pelt									0	0	0
of the Fox	100	1	1	22		16				3	26	hp		24	40									1	cred	shld	pelt									0	0	0
of the Wolf	100	1	1	54		40				3	26	hp		44	80									1	cred	shld	pelt									0	0	0
of the Tiger	100	1	1	86		70				3	26	hp		84	120									1	cred	shld	pelt									0	0	0
of the Mammoth	100	1	1	118		102				3	26	hp		124	160									1	cred	shld	pelt									0	0	0
of the Colosuss	100	1		150		134				3	26	hp		164	240									1	cred	shld	pelt									0	0	0
of the Jackal	1	1	1	16		12				3	26	hp		4	20									1	cred	club	hamm	mace	ring	helm						0	0	0
of the Fox	1	1	1	34		26				3	26	hp		24	40									1	cred	club	hamm	mace	ring	helm						0	0	0
of the Wolf	1	1	1	68		52				3	26	hp		44	80									1	cred	club	hamm	mace	ring	helm						0	0	0
of the Tiger	1	1	1	102		86				3	26	hp		84	120									1	cred	club	hamm	mace	ring	helm						0	0	0
of the Mammoth	1	1	1	136		120				3	26	hp		124	160									1	cred	club	hamm	mace	ring	helm						0	0	0
of Life	100	1	1	2		2				4	26	hp		20	40									1	cred	lcha	marb									0	0	0
of Life	100	1	1	18		12				4	26	hp		44	60									1	cred	lcha	marb									0	0	0
of Life	100	1	1	38		28				4	26	hp		64	80									1	cred	lcha	marb									0	0	0
of Substinence	100	1	1	62		46				4	26	hp		84	100									1	cred	lcha	marb									0	0	0
of Substinence	100	1	1	90		74				4	26	hp		104	120									1	cred	lcha	marb									0	0	0
of Substinence	100	1	1	122		106				4	26	hp		124	140									1	cred	lcha	marb									0	0	0
of Vita	100	1		154		138				4	26	hp		144	160									1	cred	lcha	marb									0	0	0
of Vita	100	1		182		166				4	26	hp		164	180									1	cred	lcha	marb									0	0	0
of Vita	100	1		220		194				4	26	hp		184	200									1	cred	lcha	marb									0	0	0
of Life	100	1	1	2		18				4	26	hp		24	40									1	cred	mcha										0	0	0
of Life	100	1	1	24		18				4	26	hp		44	60									1	cred	mcha										0	0	0
of Substinence	100	1	1	52		38				4	26	hp		64	80									1	cred	mcha										0	0	0
of Substinence	100	1	1	84		68				4	26	hp		84	100									1	cred	mcha										0	0	0
of Vita	100	1		116		100				4	26	hp		104	120									1	cred	mcha										0	0	0
of Vita	100	1		148		132				4	26	hp		124	140									1	cred	mcha										0	0	0
of Life	100	1	1	2		28				4	26	hp		20	40									1	cred	scha										0	0	0
of Substinence	100	1	1	46		34				4	26	hp		44	60									1	cred	scha										0	0	0
of Vita	100	1		94		78				4	26	hp		64	80									1	cred	scha										0	0	0
of Spirit	100	1	1	2		2				4	26	hp		12	32									1	cred	jewl										0	0	0
of Hope	100	1		90		74				4	26	hp		36	80									1	cred	jewl										0	0	0
of the Leech	1	1	1	12		8				7	27	lifesteal		16	20									1	cred	weap							orb			0	0	0
of the Locust	1	1	1	40		30				7	27	lifesteal		24	28									1	cred	mele							orb			0	0	0
of the Lamprey	100	1	1	110		86				7	27	lifesteal		32	36									1	cred	mele							orb			0	0	0
of the Leech	1	1	1	28		20				4	27	lifesteal		12	16									1	cred	ring	circ									0	0	0
of the Locust	1	1	1	94		70				4	27	lifesteal		20	24									1	cred	ring	circ									0	0	0
of the Lamprey	100	1	1	154		130				4	27	lifesteal		28	32									1	cred	ring	circ									0	0	0
of the Leech	1	1	1	68		52				4	27	lifesteal		12	12									1	cred	glov										0	0	0
of the Bat	1	1	1	14		8				7	28	manasteal		16	20									1	cred	weap										0	0	0
of the Wraith	1	1	1	42		32				7	28	manasteal		24	28									1	cred	mele										0	0	0
of the Vampire	100	1	1	112		96				7	28	manasteal		32	36									1	cred	mele										0	0	0
of the Bat	1	1	1	30		22				4	28	manasteal		12	16									1	cred	amul	circ									0	0	0
of the Wraith	1	1	1	116		80				4	28	manasteal		20	24									1	cred	amul	circ									0	0	0
of the Vampire	100	1	1	156		132				4	28	manasteal		28	32									1	cred	amul	circ									0	0	0
of the Bat	1	1	1	70		54				4	28	manasteal		12	12									1	cred	glov										0	0	0
of Defiance	1	1	1	50		36				2	29	res-pois-len		300	300									1	dred	tors	shld	amul	circ							0	0	0
of Amelioration	1	1	1	36		26				3	29	res-pois-len		200	200									1	dred	tors	shld	amul	circ							0	0	0
of Remedy	100	1	1	14		10				3	29	res-pois-len		100	100									1	dred	armo	ring	amul	circ							0	0	0
of Simplicity	1	1	1	50		36				2	30	ease		-120	-120											tors	weap	shld					rod	orb		0	0	0
of Ease	1	1	1	30		22				3	30	ease		-80	-80											tors	weap	shld					rod	orb		0	0	0
of Freedom	100	1	1	2		2				3	30	ease		-60	-60											jewl										0	0	0
of Strength	1	1	1	2		2				4	31	str		4	8									1	dgld	amul	belt	club	hamm	circ						0	0	0
of Might	1	1	1	20		16				3	31	str		12	20									1	dgld	amul	belt	club	hamm	circ						0	0	0
of the Ox	1	1	1	52		38				3	31	str		24	36									1	dgld	amul	belt	club	hamm	circ						0	0	0
of the Giant	1	1	1	84		68				3	31	str		40	60									1	dgld	amul	belt	club	hamm	circ						0	0	0
of the Titan	1	1	1	116		100				3	31	str		64	80									1	dgld	amul	belt	club	hamm	circ						0	0	0
of Atlus	100	1	1	142		126				3	31	str		84	120									1	dgld	amul	belt	club	hamm	circ						0	0	0
of Strength	1	1	1	10		6				4	31	str		4	8									1	dgld	ring	scep	mace	tors							0	0	0
of Might	1	1	1	42		30				3	31	str		12	20									1	dgld	ring	scep	mace	tors							0	0	0
of the Ox	1	1	1	76		60				3	31	str		24	36									1	dgld	ring	scep	mace	tors							0	0	0
of the Giant	1	1	1	110		94				3	31	str		40	60									1	dgld	ring	scep	mace	tors							0	0	0
of the Titan	100	1		148		132				3	31	str		64	80									1	dgld	ring	scep	mace	tors							0	0	0
of Strength	1	1	1	24		16				3	31	str		4	8									1	dgld	mele	glov	shld					blun			0	0	0
of Might	1	1	1	66		50				3	31	str		12	20									1	dgld	mele	glov	shld					blun			0	0	0
of the Ox	1	1	1	90		74				3	31	str		24	36									1	dgld	mele	glov	shld					blun			0	0	0
of the Giant	100	1	1	118		102				3	31	str		40	60									1	dgld	mele	glov						blun			0	0	0
of Strength	100	1	1	2		2				4	31	str		12	16									1	dgld	lcha	marb									0	0	0
of Strength	100	1	1	6		4				4	31	str		8	12									1	dgld	mcha										0	0	0
of Strength	100	1	1	14		10				4	31	str		4	4									1	dgld	scha										0	0	0
of Strength	100	1	1	28		20				4	31	str		20	24									1	dgld	lcha	marb									0	0	0
of Strength	100	1	1	36		26				4	31	str		16	20									1	dgld	mcha										0	0	0
of Strength	100	1	1	44		32				4	31	str		8	8									1	dgld	scha										0	0	0
of Virility	100	1	1	36		26				4	31	str		4	16									1	dgld	jewl										0	0	0
of Pacing	1	1	1	24		16				3	35	move1		40	40											boot	circ									0	0	0
of Haste	1	1	1	44		32				4	35	move2		80	80											boot	circ									0	0	0
of Speed	1	1	1	74		58				4	35	move3		120	120											boot	circ									0	0	0
of Traveling	100	1		130		114				4	35	move3		120	120	stamdrain		320	360							boot										0	0	0
of Acceleration	100	1		102		86				4	35	move3		160	160											boot										0	0	0
of Inertia	100	1	1	38		28				4	35	move3		28	28											lcha	marb									0	0	0
of Inertia	100	1	1	48		36				4	35	move2		20	20											mcha										0	0	0
of Inertia	100	1		70		54				4	35	move1		12	12											scha										0	0	0
of Self-Repair	100	1	1	6		2				3	37	rep-dur	3													weap	armo						thro	miss		0	0	0
of Fast Repair	100	1	1	40		24				2	37	rep-dur	5													weap	armo						thro	miss		0	0	0
