Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
goatman6	585	goatman1	goatman7	0	MoonClan	goatman6		goatman	Goatman		GM	1													1	3		14	14	1	123	214	292	goatman	goatman	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33		50		100		10	11	14	14	28	18	18	56	70	70	140	35	35	2				30	60	120	5	2333	2840	135	262	345	420	320	0	0	0				3500	4260	135	319	518	630	510	0	0	0				6532	7952	135	576	966	1176	680	0	0	0				A1	mana	100	10	20		100	10	20		100	10	20																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
goatman7	586	goatman1	goatman8	1	NightClan	goatman7		goatman	Goatman		GM	1													1	3		14	14	1	135	221	299	goatman	goatman	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33		50			100	10	11	14	7	14	95	18	56	70	35	70	189	35	2				30	60	120	5	2333	2840	135	262	345	420	320	0	0	0				3500	4260	135	319	518	630	510	0	0	0				6532	7952	135	576	966	1176	680	0	0	0				A1	cold	50	25	50	75	50	25	50	150	50	25	50	225																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
goatman8	587	goatman1	goatman9	2	HellClan	goatman8		goatman	Goatman		GM	1													1	3		14	14	1	146	221	302	goatman	goatman	10	15	14	13				80	90	95	10	7	7	80	90	99																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33		50			100	10	11	14	7	14	109	18	56	70	35	70	217	35	2				30	60	120	5	2333	2840	135	262	345	420	320	0	0	0				3500	4260	135	319	518	630	510	0	0	0				6532	7952	135	576	966	1176	680	0	0	0				A1	cold	60	25	50	75	60	25	50	150	60	25	50	225																													Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
goatman9	588	goatman1	goatman10	3	BloodClan	goatman9		goatman	Goatman		GM	1													1	3		15	15	1	153	224	292	goatman	goatman	10	15	14	13				80	90	95	10	7	7	80	90	99																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33		50	100			10	11	14	31	7	35	18	56	70	154	35	70	35	2				30	60	120	5	2333	2840	135	262	345	420	320	0	0	0				3500	4260	135	319	518	630	510	0	0	0				6532	7952	135	576	966	1176	680	0	0	0				A1	fire	50	15	33		50	15	33		50	15	33																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
goatman10	589	goatman1		4	DeathClan	goatman10		goatman	Goatman		GM	1													1	3		17	17	1	158	229	302	goatman	goatman	10	15	14	13				80	90	95	10	7	7	80	90	99																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33		50			100	20	11	14	9	9	116	35	56	70	46	46	231	70	2				30	60	120	5	2333	2840	135	262	345	420	320	0	0	0				3500	4260	135	319	518	630	510	0	0	0				6532	7952	135	576	966	1176	680	0	0	0				A1	cold	50	15	33	25	50	15	33	50	50	15	33	75																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
foulcrow5	590	foulcrow1	foulcrow6	0	FoulCrow	foulcrow5		foulcrow	BloodHawk		BK	1													2	3		13	13	1	123	211	288	foulcrow	foulcrow	10	15	15	15				65	65	65	90	90	90	5	10	10	75	75	75	100	100	100																			1	1								1				1	1																																	100	100	100	-50	-40	-33		40			80	0	0	14	9	7	84	0	0	70	46	35	168	0	2				15	30	60	5	812	1116	188	196	120	165	400	0	0	0				1218	1674	188	239	180	248	600	0	0	0				2274	3125	188	432	336	462	800	0	0	0				A1	pois	15	10	33	75	15	10	33	150	15	15	33	300																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
foulcrow6	591	foulcrow1	foulcrow7	1	BloodHawk	foulcrow6		foulcrow	BloodHawk		BK	1													2	3		13	13	1	135	218	256	foulcrow	foulcrow	10	15	15	15				65	65	65	90	90	90	5	10	10	75	75	75	100	100	100																			1	1								1				1	1																																	100	100	100	-50	-40	-33		40	80			0	0	14	28	7	11	0	0	70	140	35	21	0	2				15	30	60	5	812	1116	188	196	120	165	400	0	0	0				1218	1674	188	239	180	248	600	0	0	0				2274	3125	188	432	336	462	800	0	0	0				A1	life	100	10	20		100	10	20		100	10	20																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
foulcrow7	592	foulcrow1	foulcrow8	2	BlackRaptor	foulcrow7		foulcrow	BloodHawk		BK	1													2	3		14	14	1	146	221	277	foulcrow	foulcrow	10	15	15	15				65	65	65	90	90	90	5	10	10	75	75	75	100	100	100																			1	1								1				1	1																																	100	100	100	-50	-40	-33		40				40	0	14	9	7	11	77	0	70	46	35	21	154	2				15	30	60	5	812	1116	188	196	120	165	400	0	0	0				1218	1674	188	239	180	248	600	0	0	0				2274	3125	188	432	336	462	800	0	0	0				A1	mana	100	10	33		100	10	33		100	10	33																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
foulcrow8	593	foulcrow1		3	CloudStalker	foulcrow8		foulcrow	BloodHawk		BK	1													2	3		17	17	1	153	224	295	foulcrow	foulcrow	10	15	15	15				65	65	65	90	90	90	5	10	10	75	75	75	100	100	100																			1	1								1				1	1																																	100	100	100	-50	-40	-33	40		50	100		0	17	0	14	28	11	0	84	0	70	140	21	0	2				15	30	60	5	812	1116	188	196	120	165	400	0	0	0				1218	1674	188	239	180	248	600	0	0	0				2274	3125	188	432	336	462	800	0	0	0				A1	ltng	50	20	50		50	20	50		50	20	50																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
clawviper6	594	clawviper1	clawviper7	4	ClawViper	clawviper6		clawviper	ClawViperEx		SD	1	1												1	2		8	14	1	123	221	295	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	85	90	90	5	5	5	1	1	1	18	18	18	50	50	50	viper_bonespear									1	1									1			1	1							1		Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40				75	75	30	7	7	7	25	63	63	35	35	35	126	126	126	2				30	60	120	5	1419	1926	173	262	210	285	480	130	270	900	100	130	150	2129	2889	173	319	315	428	720	195	405	900	100	130	150	3973	5393	173	576	588	798	960	260	540	1200	100	130	150	A1	mag	100	50	100		100	50	100		100	50	100		A2	pois	50	33	33	75	50	33	33	100	50	33	33	125															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
clawviper7	595	clawviper1	clawviper8	4	PitViper	clawviper7		clawviper	ClawViperEx		SD	1	1												1	2		8	14	1	135	221	299	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	85	90	90	5	5	5	1	1	1	18	18	18	50	50	50	viper_bonespear									1	1									1			1	1							1		Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40	50		50			20	20	0	20	7	102	77	98	0	98	35	203	154	2				30	60	120	5	1419	1926	173	262	210	285	0	130	270	900	100	130	150	2129	2889	173	319	315	428	0	195	405	900	100	130	150	3973	5393	173	576	588	798	0	260	540	1200	100	130	150	A1	mag	100	50	100		100	50	100		100	50	100		A2	pois	50	33	33	75	50	33	33	100	50	33	33	125															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
clawviper8	596	clawviper1	clawviper9	0	Salamander	clawviper8		clawviper	ClawViperEx		SD	1	1												1	2		11	17	1	146	221	277	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	80	80	80	5	5	5	0	0	0	18	18	18	50	50	50	viper_fire									1	1									1			1	1							1		Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40			100		75	0	7	0	32	7	0	35	35	0	161	35	0	70	2				30	60	120	5	1419	1926	173	262	210	285	0	130	270	900	100	130	150	2129	2889	173	319	315	428	0	195	405	900	100	130	150	3973	5393	173	576	588	798	0	260	540	1200	100	130	150	A1	fire	100	100	150		100	100	150		100	100	150		A2	fire	50	30	50		50	30	50		50	30	50																Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
clawviper9	597	clawviper1	clawviper10	1	TombViper	clawviper9		clawviper	ClawViperEx		SD	1	1												1	2		11	17	1	153	224	292	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	80	80	80	5	5	5	1	1	1	20	24	28	50	50	50	viper_poisjav									1	1									1			1	1							1		Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40				80		40	7	0	9	28	0	77	35	0	46	140	0	154	2				30	60	120	5	1419	1926	173	262	210	285	0	130	270	900	100	130	150	2129	2889	173	319	315	428	0	195	405	900	100	130	150	3973	5393	173	576	588	798	0	260	540	1200	100	130	150	A1	pois	100	25	25	25	100	25	25	33	100	25	25	50	A2	pois	50	33	33	75	50	33	33	100	50	33	33	125															Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
clawviper10	598	clawviper1		1	SerpentMagus	clawviper10		clawviper	ClawViperEx		SD	1	1												1	2		13	20	1	158	229	306	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	80	80	80	5	5	5	2	2	2	18	18	18	50	50	50	viper_bonespear									1	1									1			1	1							1		Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40		60				0	7	20	9	7	0	81	35	98	46	35	0	161	2				30	60	120	5	1419	1926	173	262	210	285	0	150	330	900	100	130	150	2129	2889	173	319	315	428	0	225	495	900	100	130	150	3973	5393	173	576	588	798	0	300	660	1200	100	130	150	A1	mag	100	50	100		100	50	100		100	50	100		A2	mag	100	50	100		100	50	100		100	50	100																Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
sandraider6	599	sandraider1	sandraider7	0	Marauder	sandraider6		sandraider	SandRaider		SR	1													1	2		21	21	1	127	214	238	sandraider	sandraider	10	15	9	7				40	40	40	10	10	10	95	95	95	80	80	80	5	5	5				50	50	50													1	1									1			1	1							1		Fire Hit	seq_sandraiderflurry	6																						100	75	66	-50	-45	-40			100	70		0	10	0	34	24	28	0	49	0	168	119	56	0	2				53	105	210	5	2433	3042	150	315	360	450	600	220	420	1080	80	100	250	3650	4563	150	383	540	675	900	330	630	1080	80	100	250	6812	8518	150	691	1008	1260	1200	440	840	1440	80	100	250	S1	fire	100	100	130		100	100	130		100	100	130																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
sandraider7	600	sandraider1	sandraider8	1	Infidel	sandraider7		sandraider	SandRaider		SR	1													1	2		21	21	1	138	218	259	sandraider	sandraider	10	15	9	7				45	40	40	10	10	10	95	95	95	80	80	80	5	5	5	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_sandraiderflurry	7																						100	75	66	-50	-45	-40						0	10	0	14	14	105	18	49	0	70	70	210	35	2				53	105	210	5	2433	3042	150	315	360	450	600	220	420	1080	80	100	250	3650	4563	150	383	540	675	900	330	630	1080	80	100	250	6812	8518	150	691	1008	1260	1200	440	840	1440	80	100	250	S1	cold	100	100	130	250	100	100	130	250	100	100	130	250																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
sandraider8	601	sandraider1	sandraider9	4	SandRaider	sandraider8		sandraider	SandRaider		SR	1													1	2		21	21	1	150	221	281	sandraider	sandraider	10	15	9	7				50	40	35	10	10	10	95	95	95	80	80	80	5	5	5				50	50	50													1	1									1			1	1							1		Fire Hit	seq_sandraiderflurry	8																						100	75	66	-50	-45	-40						0	10	0	35	14	35	18	49	0	175	70	70	35	2				53	105	210	5	2433	3042	150	315	360	450	600	220	420	1080	80	100	250	3650	4563	150	383	540	675	900	330	630	1080	80	100	250	6812	8518	150	691	1008	1260	1200	440	840	1440	80	100	250	S1	fire	100	100	130		100	100	130		100	100	130																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
sandraider9	602	sandraider1	sandraider10	3	Invader	sandraider9		sandraider	SandRaider		SR	1													1	2		21	21	1	153	224	295	sandraider	sandraider	10	15	9	7				55	40	35	10	10	10	95	95	95	80	80	80	5	5	5	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_sandraiderflurry	9																						100	75	66	-50	-45	-40						0	10	0	14	14	112	18	49	0	70	70	224	35	2				53	105	210	5	2433	3042	150	315	360	450	600	220	420	1080	80	100	250	3650	4563	150	383	540	675	900	330	630	1080	80	100	250	6812	8518	150	691	1008	1260	1200	440	840	1440	80	100	250	S1	cold	100	100	130	250	100	100	130	250	100	100	130	250																													Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
sandraider10	603	sandraider1		2	Assailant	sandraider10		sandraider	SandRaider		SR	1													1	2		21	21	1	158	229	302	sandraider	sandraider	10	15	9	7				60	40	35	10	10	10	95	95	95	80	80	80	5	5	5				50	50	50													1	1									1			1	1							1		Fire Hit	seq_sandraiderflurry	10																						100	75	66	-50	-45	-40						0	10	0	36	14	35	18	49	0	182	70	70	35	2				53	105	210	5	2433	3042	150	315	360	450	600	220	420	1080	80	100	250	3650	4563	150	383	540	675	900	330	630	1080	80	100	250	6812	8518	150	691	1008	1260	1200	440	840	1440	80	100	250	S1	fire	100	100	130		100	100	130		100	100	130																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
deathmauler6	604	deathmauler1		0	Death Mauler1	deathmauler1		deathmauler	DeathMauler		m5	1													3	4		6	6	1	123	178	266	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	21	21	21	90	90	90																						1													1	1						1			DeathMaul	seq_deathmaulerdig	1																						100	85	75	-50	-40	-33						0	7	0	4	28	11	11	35	0	21	140	21	21	2				75	150	300	5	2496	3081	189	401	369	456	1004	0	0	0				3744	4622	143	335	554	684	690	0	0	0				6989	8627	143	605	1033	1277	920	0	0	0																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
quillrat6	605	quillrat1	quillrat7	0	QuillRat	quillrat1	quillrat6	quillrat	QuillRat		SI	1	1												2	3		8	8	1	123	211	288	quillrat	quillrat	10	15	12	9				15	20	26	60	85	95				3	3	3														spike6								1													1	1																																	100	100	100	-50	-40	-33			40			0	9	0	28	14	18	23	46	0	140	70	35	46	2				5	9	18	5	1826	2433	126	186	270	360	404	60	150	600				2739	3650	120	223	405	540	390	90	225	600				5113	6812	120	403	756	1008	520	120	300	800				A2	pois	15	30	30	25	15	30	30	33	15	30	30	66																													Quill 1	Act 1 Champ A	Act 1 Unique A		Quill 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		Quill 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
quillrat7	606	quillrat1	quillrat8	1	SpikeFiend	quillrat1	quillrat7	quillrat	QuillRat		SI	1	1												2	3		8	8	1	123	211	288	quillrat	quillrat	10	15	12	9				15	20	26	60	85	95				3	3	3														spike6								1													1	1																																	100	100	100	-50	-40	-33					50	0	9	0	7	14	70	23	46	0	35	70	140	46	2				5	9	18	5	1826	2433	126	186	270	360	404	60	150	600				2739	3650	120	223	405	540	390	90	225	600				5113	6812	120	403	756	1008	520	120	300	800				A2	pois	15	30	30	25	15	30	30	33	15	30	30	66																													Quill 1	Act 1 Champ A	Act 1 Unique A		Quill 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		Quill 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
quillrat8	607	quillrat1		4	RazorSpine	quillrat1	quillrat8	quillrat	QuillRat		SI	1	1												2	3		8	8	1	123	211	288	quillrat	quillrat	10	15	12	9				15	20	26	60	85	95				3	3	3														spike6								1													1	1																																	100	100	100	-50	-40	-33					50	0	9	0	7	28	53	23	46	0	35	140	105	46	2				5	9	18	5	1826	2433	126	186	270	360	404	60	150	600				2739	3650	120	223	405	540	390	90	225	600				5113	6812	120	403	756	1008	520	120	300	800				A2	pois	15	30	30	25	15	30	30	33	15	30	30	66																													Quill 1	Act 1 Champ A	Act 1 Unique A		Quill 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		Quill 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
vulture5	608	vulture1		0	CarrionBird	vulture1		vulture	Vulture		VD	1													1	2		6	6	1	54	211	288	vulture	vulture	10	15	13	11				90	90	95	8	8	8	75	65	50	30	30	30	70	70	70																			1													1	1																																	100	100	100	-50	-40	-33						32	3	0	0	0	23	70	14	0	0	0	46	140	2				23	45	90	5	1358	2169	126	218	201	321	376	0	0	0				2037	3254	128	256	302	482	510	0	0	0				3802	6073	128	461	563	899	680	0	0	0				A1	pois	25	33	33	50	25	33	33	75	25	33	33	100																													Swarm 1	Act 2 Champ A	Act 2 Unique A		Swarm 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		Swarm 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A						1	1	0
thornhulk5	609	thornhulk1		0	ThornedHulk	thornhulk1		thornhulk	ThornHulk		TH	1													1	2		8	8	1	104	211	288	thornhulk	thornhulk	10	15	13	12				100	100	100	15	15	15	10	10	10	55	55	55	5	3	1	5	5	5																1	1												1	1							1		MonFrenzy	A2	5																						100	85	75	-50	-40	-33						0	18	0	0	28	28	46	92	0	0	140	56	92	4				41	81	162	5	3081	5007	126	348	456	741	372	154	444	558				4622	7511	210	415	684	1112	840	231	666	1080				8627	14020	210	749	1277	2075	1120	308	888	1440				A2	stun	100			7	100			7	100			7																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (H) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
slinger7	610	slinger1	slinger8	0	Slinger	slinger1		pantherwoman	PantherJavelin		PW	1	1												2	3		17	22	1	73	211	288	slinger	slinger	10	15	13	12				90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																	100	100	100	-50	-40	-33						0	7	0	31	4	11	11	35	0	154	21	21	21	2				29	57	114	5	1077	1743	87	176	159	258	372	0	0	0				1616	2615	143	256	239	387	750	0	0	0				3016	4880	143	461	445	722	1000	0	0	0				A1	ltng	100	40	60		100	40	60		100	40	60																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (H) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
slinger8	611	slinger1	slinger9	1	Slinger	slinger1		pantherwoman	PantherJavelin		PW	1	1												2	3		17	22	1	73	214	292	slinger	slinger	10	15	13	12				90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																	100	100	100	-50	-40	-33			25		50	0	7	0	14	4	105	11	35	0	70	21	210	21	2				29	57	114	5	1077	1743	87	176	159	258	372	0	0	0				1616	2615	143	256	239	387	750	0	0	0				3016	4880	143	461	445	722	1000	0	0	0				A1	cold	100	40	60	50	100	40	60	100	100	40	60	150																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (H) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
slinger9	612	slinger1		1	Slinger	slinger1		pantherwoman	PantherJavelin		PW	1	1												2	3		17	22	1	73	218	292	slinger	slinger	10	15	13	12				90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																	100	100	100	-50	-40	-33		25	25	25	25	20	7	0	14	14	35	70	35	0	70	70	70	140	2				29	57	114	5	1077	1743	87	176	159	258	372	0	0	0				1616	2615	143	256	239	387	750	0	0	0				3016	4880	143	461	445	722	1000	0	0	0				A1	fire	100	40	60		100	40	60		100	40	60																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (H) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
cr_archer6	613	cr_archer1	cr_archer7	1	VileArcher	cr_archer1		corruptrogue	CorruptArcher		CR	1	1												2	3		11	17	1	21	214	292	cr_archer	cr_archer	10	15	13	11				70	75	80	80	92	95	12	10	9	35	45	55	24	24	24	20	25	30	15	15	15	16	16	16										1								1		1			1	1									MonBow	A1	1	MonFireArrow	A1	9	MonExplodingArrow	A1	7																100	100	100	-50	-40	-33			50	25		0	4	0	32	14	0	11	21	0	161	70	0	21	2				23	45	90	5	1887	2657	126	239	279	393	1020	0	0	0				2831	3986	135	319	419	590	900	0	0	0				5284	7440	135	576	781	1100	1200	0	0	0																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (H) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
cr_archer7	614	cr_archer1		2	DarkArcher	cr_archer1		corruptrogue	CorruptArcher		CR	1	1												2	3		11	17	1	21	221	295	cr_archer	cr_archer	10	15	13	11				70	75	80	80	92	95	12	10	9	35	45	55	24	24	24	20	25	30	15	15	15	16	16	16										1								1		1			1	1									MonBow	A1	1	MonColdArrow	A1	9	MonFreezingArrow	A1	7																100	100	100	-50	-40	-33			25	25	50	0	4	0	14	14	98	11	21	0	70	70	196	21	2				23	45	90	5	1887	2657	126	239	279	393	1020	0	0	0				2831	3986	135	319	419	590	900	0	0	0				5284	7440	135	576	781	1100	1200	0	0	0																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (H) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
