index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Stoutnail	100	1		1	1	18	16	spc	Spiked Club			5	10000	1	0	14					thorns		20	20	dmg%		100	100	vit		30	30	red-mag		10	10	swing3		30	30	hp%		5	5																									0
Olaf's Mace	100	1		1	1	32	28	mac	Mace			5	10000	1	1	0					vit		6	6	lifesteal		4	4	regen-stam/lvl	2			balance3		30	30	dmg%		50	60	crush		80	80																									0
Atli's Scalp Ripper	100	1		1	1	52	46	mst	Morning Star			5	10000	1	0	12					dmg%		120	120	swing2		20	20	slow		10	10	pal		1	1	swing1		10	10	skill	98	8	8	lifesteal		5	5																					0
Grim's Spine Shatterer	100	1		1	1	72	64	fla	Flail			5	10000	1	1	20					dmg-min		20	20	dmg-max		20	20	slow		50	50	ac		120	120	manasteal		5	5	dmg%		80	90	swing2		20	20																					0
Angantry's Skull Splitter	100	1		1	1	94	82	whm	War Hammer			5	10000	1	1	9					att/lvl	10			dmg%		100	150	ltng-min		6	6	ltng-max		20	20	str		20	20	swing1		10	10	block3		30	30																					0
Thor's Skull Crusher	100	1		1	1	84	72	mau	Maul			5	10000	1	0	8					dmg%		300	340	crush		10	10	lifesteal		5	5	manasteal		5	5	demon-heal		5	5	dmg-mag		2	10	swing3		30	30	mag%		1	100	mag%/lvl	2			sock	2											0
Thor's Mallet	100	1		1	1	102	88	gma	Great Maul			5	10000	1	1	3					ease		-50	-50	swing3		40	40	allskills		1	2	dmg%		200	270	dur%		50	50	nofreeze		1	1	red-dmg%		35	35	slow		70	70																	0
Hel's Deadly Strike	100	1		1	1	8	6	ssd	Short Sword			5	10000	1	1	5					dmg-norm		10	10	swing1		10	10	move3		30	30	deadly		70	70	ac		50	50	dmg%		130	130																									0
Hoenir's Blood	100	1		1	1	26	22	scm	Scimitar			5	10000	1	0	9					indestruct		1	1	dmg%		30	70	hp		30	30	dmg-mag		5	15	openwounds		40	40	swing2		15	15	lifesteal		15	15	sock	1																			0
Idun's Plague	100	1		1	1	36	30	sbr	Saber			5	10000	1	0	19					ignore-ac		1	1	block3		30	30	rep-dur	2			manasteal		3	3	dmg%		70	70	dmg-norm		5	9																									0
Loki's Skinner	100	1		1	1	46	40	flc	Falchion			5	10000	1	0	4					sock	2			mana		30	30	str		15	15	swing3		30	30	dmg%		60	100	dmg-cold	75	8	10																									0
Magni's Element	100	1		1	1	46	40	crs	Crystal Sword			5	10000	1	0	3					dmg%/lvl	8			mag%		60	60	dmg-cold	100	1	10	dmg%		120	120	dur		25	25	dmg-mag		1	10	dmg-fire		1	10	dmg-ltng		1	10	dmg-pois	100	1	10	sock	1											0
Njord's Fire	100	1		1	1	60	52	bsd	Broad Sword			5	10000	1	0	15					fire-min		10	12	fire-max		15	25	att		100	100	swing1		10	10	lifesteal		12	12	dmg%		150	170	str		12	12																					0
Sjofn's Bliss	100	1		1	1	78	66	lsd	Long Sword			5	10000	1	0	20					manasteal		5	5	lifesteal		5	5	nofreeze		1	1	abs-ltng%		10	10	dmg-cold	125	1	2	dur%		20	20	dmg-ltng		8	20	allskills		1	1	dmg%		120	120													0
Ran's Backup	100	1		1	1	102	88	wsd	War Sword			5	10000	1	1	3					charged	66	80	80	balance3		30	30	move3		30	30	swing2		20	20	att		2000	2000	dmg%		160	160																									0
Syn's Fang	100	1		1	1	42	36	2hs	Two-Handed Sword			5	10000	1	0	17					manasteal		9	9	mana-kill		10	10	red-dmg%		10	10	dmg-cold	150	10	30	dmg%		160	180	lifesteal		9	9																									0
Vali's Shredder	100	1		1	1	68	58	clm	Claymore			5	10000	1	1	19					mana-kill		6	6	demon-heal		6	6	dmg%		200	220	res-all		25	27	swing3		30	30																													0
Thrud's Genital	100	1		1	1	80	70	gis	Giant Sword			5	10000	1	0	9					swing2		20	20	mana		80	80	fire-min		12	12	fire-max		40	40	dmg%		240	260	skill	102	18	18																									0
Ull's Edge	100	1		1	1	92	78	bsw	Bastard Sword			5	10000	1	0	7					hp%		5	20	slow		5	20	swing2		20	20	balance1		10	10	dmg%		260	280	block3		30	30																									0
Buri's Offense	100	1		1	1	92	78	flb	Flamberge			5	10000	1	1	18					openwounds		80	80	dmg-max		15	15	manasteal		8	8	dmg%		300	320	mag%		50	50	sock	3																											0
Balder's Glory	100	1		1	1	102	88	gsd	Great Sword			5	10000	1	0	3					red-dmg%		20	20	nofreeze		1	1	sock	4			mag%/lvl	20			dmg%		300	300	swing3		30	30	vit		10	10	rep-dur	20																			0
Borkr's Knife	100	1		1	1	16	12	dgr	Dagger			5	10000	1	1	7					allskills		2	2	nofreeze		1	1	mag%		100	100	mana		40	40																																	0
Grimolfr's Spearhead	100	1		1	1	40	34	dir	Dirk			5	10000	1	1	4					enr		7	7	mana%		7	7	ac%		50	50	res-all-max		7	7	res-fire		25	25	allskills		2	2																									0
Olvir's Blade	100	1		1	1	68	58	kri	Kriss			5	10000	1	0	3					block2		20	20	nofreeze		1	1	cast1		10	10	indestruct		1	1	allskills		3	3																													0
Steinroor's Saex	100	1		1	1	88	76	bld	Blade			5	10000	1	1	20					cast3		50	50	mana%		20	20	regen-mana		40	40	res-all		10	10	block3		30	30	allskills		3	3	skilltab	5	1	1	nofreeze		1	1																	0
Smior's Spear	100	1		1	1	28	24	spr	Spear			5	10000	1	1	3					swing2		20	20	dmg-norm		30	35	pal		1	1	dmg-mag		5	10	dmg-pois	75	2	15																													0
Thorgestr's Shaft	100	1		1	1	42	36	tri	Trident			5	10000	1	0	5					slow		25	25	reduce-ac		50	50	vit		12	12	regen		10	10	swing2		30	30	dmg%		150	160																									0
Vefoor's Lifetaker	100	1		1	1	60	52	brn	Brandistock			5	10000	1	1	8					deadly		30	30	hp%		7	7	lifesteal		8	12	hp		30	30	dmg%		150	160																													0
Vefoor's Prong	100	1		1	1	78	66	spt	Spetum			5	10000	1	1	1					thorns		15	15	vit		5	10	dmg%		160	180	res-all		15	15	swing2		40	40																													0
Yngvaar's Danespear	100	1		1	1	94	82	pik	Pike			5	10000	1	1	12					fire-min		23	23	sock	2			res-all		10	10	hp		30	30	crush		30	30	nofreeze		1	1	red-dmg%		10	10	dmg%		200	220																	0
Hangi's Head Cutter	100	1		1	1	28	24	bar	Bardiche			5	10000	1	1	6					dmg-mag		5	20	dmg%		150	160	swing2		20	20	deadly		25	25																																	0
Hrossharsgrani's Jabber	100	1		1	1	50	42	vou	Voulge			5	10000	1	1	8					enr		50	50	half-freeze		1	1	swing2		20	20	res-all		10	10	dmg%		130	140	dur%		40	40																									0
Jafnhar's Grim Scythe	100	1		1	1	68	58	scy	Scythe			5	10000	1	0	9					slow		10	10	swing2		20	20	balance3		30	30	dmg%		200	200	manasteal		10	10	enr		15	15																									0
Aldagautr's Might	100	1		1	1	88	76	pax	Poleaxe			5	10000	1	1	5					swing3		30	30	str		10	10	dmg%		180	180	att%		15	15	lifesteal		7	7																													0
Fundinn's Gold	100	1		1	1	98	84	hal	Halberd			5	10000	1	1	5					dmg-to-mana		10	10	dmg-max		8	9	reduce-ac		80	80	dmg-ac		-50	-50	freeze		10	10	move1		10	10	noheal		1	1	dmg%		160	170																	0
Hildolf's Feather	100	1		1	1	102	88	wsc	War Scythe			5	10000	1	1	16					deadly		100	100	noheal		1	1	slow		20	20	dmg%		240	240	dmg-min		15	15	sock	2			mag%		70	70																					0
Raevil's Branch	100	1		1	1	18	16	sst	Short Staff			5	10000	1	1	4					abs-cold		5	5	abs-fire		5	5	res-fire		50	50	mana		30	30	block3		30	30	allskills		2	2	skill	38	5	5	skill	37	2	2																	0
Svidi's Magical Rod	100	1		1	1	32	28	lst	Long Staff			5	10000	1	1	7					dmg-pois	75	40	40	res-pois		50	50	move1		10	10	mana		10	10	skill	37	5	5	allskills		2	2	sock	1																							0
Thorgeir's Golden Rod	100	1		1	1	62	54	cst	Gnarled Staff			5	10000	1	0	16					balance2		20	20	red-dmg%		5	5	enr		10	10	skill	51	3	3	skill	49	2	2	skill	42	3	3	regen-mana		43	43	dmg-ltng		1	28	sor		2	2													0
Thvari's Stick	100	1		1	1	72	64	bst	Battle Staff			5	10000	1	1	8					dmg-fire		15	32	res-fire		30	30	skill	51	4	4	skill	47	2	2	skill	37	6	6	fireskill		2	2	allskills		2	2																					0
Ulfhedin's Wizardry	100	1		1	1	98	84	wst	War Staff			5	10000	1	1	14					sock	1			cast3		20	20	nofreeze		1	1	res-all		10	10	skill	48	2	2	skill	46	2	2	skill	44	3	3	sor		3	3																	0
Hymling's Damage	100	1		1	1	26	22	sbw	Short Bow			5	10000	1	1	5					swing3		30	30	dmg%		200	200	hp%		10	10	ama		1	1	manasteal		4	4	mana-kill		2	2																									0
Herthjof's Craft	100	1		1	1	46	40	hbw	Hunter's Bow			5	10000	1	1	20					swing3		30	30	dmg%		200	200	sock	6																																							0
Heidrek's Bark	100	1		1	1	52	46	lbw	Long Bow			5	10000	1	1	18					swing3		40	40	dex		3	3	dmg%		200	200	str		3	3	dmg-min		10	10	dmg-mag		5	20																									0
Hafgrim's Speed	100	1		1	1	70	60	cbw	Composite Bow			5	10000	1	0	9					res-all		10	10	deadly		30	30	att		60	60	dmg-undead		100	100	dmg%		140	160	swing2		50	50																									0
Gothorm's Tree Spike	100	1		1	1	88	76	sbb	Short Battle Bow			5	10000	1	0	10					dmg-ltng		10	30	str		15	15	swing1		10	10	pierce		80	80	balance2		20	20	dmg%		170	190																									0
Helgi's Leaf	100	1		1	1	92	78	lbb	Long Battle Bow			5	10000	1	1	11					mag%		50	50	mana		30	30	swing2		20	20	move3		40	40	regen		10	10	dmg%		170	180	enr		15	15																					0
Hjorvard's Arch	100	1		1	1	94	82	swb	Short War Bow			5	10000	1	0	16					swing1		10	10	dmg-cold	75	5	10	dmg-ltng		5	10	block		10	10	res-fire		40	40	dex		12	12	dmg%		170	190	fireskill		1	1																	0
Sjolf's Ultimate	100	1		1	1	98	84	lwb	Long War Bow			5	10000	1	1	13					dmg%		300	300	vit		10	10	ama		2	2	manasteal		10	10	skill	12	2	2	lifesteal		5	5	knock		1	1	pierce		60	60	sock	2															0
Harek's Slingshot	100	1		1	1	32	28	lxb	Light Crossbow			5	10000	1	0	7					dex/lvl	16			hp		10	10	dmg%		150	150	balance2		20	20	deadly		25	25	swing1		10	10																									0
Sinfjotli's Stronghold	100	1		1	1	62	54	mxb	Crossbow			5	10000	1	0	5					abs-cold		8	8	enr		20	20	pierce		70	70	cast2		20	20	dmg%		100	100	swing2		20	20																									0
Jarnskeggi's Gun	100	1		1	1	94	82	hxb	Heavy Crossbow			5	10000	1	0	20					freeze		70	80	sock	2			pierce		80	90	att%		50	50	swing2		20	20	dmg%		180	190	dmg-ltng		30	40																					0
Gust's Doom	100	1		1	1	98	84	rxb	Repeating Crossbow			5	10000	1	0	18					ama		3	3	knock		1	1	swing3		30	30	regen		14	14	dmg%		120	200	dmg-mag		30	30	crush		40	40	dmg-cold	75	40	50																	0
Skinflint	100	1		1	1	10	10	cap	Cap/hat			5	10000	1	0	3					regen		10	10	swing1		10	10	dmg-max		7	7	hp%		10	10	ac		100	100																													0
Hard Mouth	100	1		1	1	52	46	skp	Skull Cap			5	10000	1	1	20					red-dmg%		15	15	knock		1	1	pierce		60	60																																					0
Belly Shaker	100	1		1	1	50	42	hlm	Helm			5	10000	1	0	9					mag%		30	100	lifesteal		5	5	manasteal		5	5	move2		20	20	swing2		20	20																													0
Berserks Killer	100	1		1	1	60	52	fhl	Full Helm			5	10000	1	0	12					allskills		1	1	res-all		15	15	red-dmg%		10	10	dmg-max		8	8	ac		10	20	ac%		30	50																									0
Feeble	100	1		1	1	72	64	bhm	Bone Helm			5	10000	1	0	9					mana%		15	15	mana-kill		6	6	cast3		30	30	balance3		30	30	abs-ltng%		10	10																													0
Prow Glema	100	1		1	1	88	76	ghm	Great Helm			5	10000	1	1	6					dmg%		35	40	bar		1	2	att%		30	30	dmg-to-mana		35	35	demon-heal		6	6	sock	3																											0
Deep Minded	100	1		1	1	102	88	crn	Crown			5	10000	1	1	17					slow		10	30	swing2		20	20	noheal		1	1	balance2		20	20	regen		6	8	move2		20	20	nofreeze		1	1	res-all		10	10																	0
Hot Head	100	1		1	1	70	60	msk	Mask			5	10000	1	1	3					stupidity		35	35	vit		10	10	res-all		10	10	deadly		35	35	crush		35	35	ac%		10	10																									0
Battle Mask	100	1		1	1	26	22	qui	Quilted Armor			5	10000	1	1	11					allskills		1	1	sock	1			mag%		50	50	mag%/lvl	12																																			0
Hateful	100	1		1	1	42	36	lea	Leather Armor			5	10000	1	1	19					swing2		20	20	move2		10	10	block		10	10	balance2		30	30																																	0
Stone Protection	100	1		1	1	50	42	hla	Hard Leather Armor			5	10000	1	1	7					ac%		70	70	block3		30	30	red-dmg%		5	5	hp%		5	5	dmg%		5	5	move1		10	10	regen		5	5	res-all		5	5																	0
Chasm	100	1		1	1	58	48	stu	Studded Leather			5	10000	1	1	6					ac%		150	200	dmg%		50	50	allskills		1	1	mag%		25	30	swing1		10	10	balance2		20	20																									0
Air Giant	100	1		1	1	50	42	rng	Ring Mail			5	10000	1	1	3					allskills		2	2	nofreeze		1	1	move3		30	30	sock	2			res-all		10	10																													0
Gaper	100	1		1	1	52	46	scl	Scale Mail			5	10000	1	1	18					ac%		120	150	swing3		30	30	dmg%		70	90	sock	6																																			0
Spear Reddener	100	1		1	1	60	52	chn	Chain Mail			5	10000	1	1	20					ac%		140	160	abs-ltng%		5	7	res-all/lvl	16			abs-cold%		5	7	abs-fire%		5	7	abs-pois%		5	7																									0
Roarer	100	1		1	1	70	60	brs	Breast Plate			5	10000	1	1	8					indestruct		1	1	nofreeze		1	1	dmg-mag		10	20	abs-mag%		10	10	ac%		60	100																													0
Spellcaster	100	1		1	1	78	66	spl	Splint Mail			5	10000	1	1	7					ease		50	100	nec		3	3	sor		3	3	mana%		15	15	ac%		80	120	cast3		30	30	nofreeze		1	1	mana-kill		5	5																	0
Formable	100	1		1	1	92	78	plt	Plate Mail			5	10000	1	1	4					manasteal		10	10	ac%		150	200	lifesteal		10	10	sock	2																																			0
Smiter	100	1		1	1	98	84	fld	Field Plate			5	10000	1	1	6					howl		80	80	ac%		100	130	red-dmg%		10	10	knock		1	1	move3		30	30	ama		1	1	swing2		20	20	pierce		80	80																	0
Well Traveled	100	1		1	1	102	88	gth	Gothic Plate			5	10000	1	1	0					ease		10	20	swing2		20	20	crush		40	40	ac		200	200	block		40	40																													0
Eagle Masked	100	1		1	1	98	84	ful	Full Plate Mail			5	10000	1	0	5					ac%		120	150	res-all		35	35	thorns		10	10	move2		20	20	mag%		120	130																													0
Gravel Lord	100	1		1	1	98	84	aar	Ancient Armor			5	10000	1	0	3					mana-kill		10	10	demon-heal		10	10	move2		20	20	ac%		100	120	ac		100	100	sock	3																											0
Gravel Yeller	100	1		1	1	102	88	ltp	Light Plate			5	10000	1	1	9					ac%		100	100	res-all		10	10	regen-mana		140	150	enr		20	20	regen		8	12	cast2		20	20	ac%/lvl	24			allskills		2	2																	0
High One	100	1		1	1	8	6	buc	Buckler			5	10000	1	0	9					allskills		1	1	cast3		30	30	mana%		10	10	enr		10	10	ac%		30	40	block		20	20	block2		40	40	dur		8	12																	0
Battle Wolf	100	1		1	1	32	28	sml	Small Shield			5	10000	1	0	6					mag%		50	50	mag%/lvl	14			ac		30	30	hp		20	20	move3		30	30	ac%		40	50	block		30	30	dur		10	15																	0
Blind Guest	100	1		1	1	46	40	lrg	Large Shield			5	10000	1	0	2					skilltab	9	1	1	skilltab	11	1	1	ac		30	30	charged	66	30	40	ac%		50	60	block		30	30	red-dmg		5	10	dur		10	15																	0
Cargo God	100	1		1	1	70	60	bsh	Bone Shield			5	10000	1	0	15					nofreeze		1	1	regen		8	8	vit/lvl	16			res-all		10	10	ac%		30	40	ac		10	10																									0
Yeoman	100	1		1	1	52	46	spk	Spiked Shield			5	10000	1	0	11					lifesteal		4	5	block		20	20	manasteal		4	5	ac%/lvl	16			ac%		30	60	thorns		5	5	ac		10	10																					0
Keen Eyed	100	1		1	1	60	52	kit	Kite Shield			5	10000	1	0	20					block		25	25	hp%		10	10	mana%		10	10	move3		30	30	ac%		60	100	block2		20	20	res-all		15	15	ac		20	20	dur		15	20													0
Fetter Hound	100	1		1	1	68	58	tow	Tower Shield			5	10000	1	0	4					ac		30	30	nofreeze		1	1	sock	2			red-mag%		10	10	ac%		80	120	block		10	10	dur		80	100																					0
Easterner	100	1		1	1	92	78	gts	Gothic Shield			5	10000	1	0	18					ac		40	40	allskills		2	2	mana-kill		10	10	block		10	10	ac%		100	100	swing3		30	30	mag%/lvl	24																							0
Stormer	100	1		1	1	18	16	lgl	Gloves(L)			5	10000	1	1	9					red-dmg%		5	5	openwounds		15	15	balance2		20	20	mana		20	20	ac		10	10	ac%		30	40																									0
Sweller	100	1		1	1	32	28	vgl	Heavy Gloves			5	10000	1	1	12					dmg%		10	10	dmg-mag		5	10	move2		20	20	ac		10	10	ac%		10	20	regen		7	7																									0
Burgeoning	100	1		1	1	52	46	mgl	Bracers(M)			5	10000	1	1	5					mana%		5	5	sor		1	2	cast2		20	20	ac		15	15	nec		1	2	ac%		20	30																									0
Fleeting	100	1		1	1	80	70	tgl	Light Gauntlets			5	10000	1	1	1					knock		1	1	mana-kill		2	7	pierce		50	50	dmg-fire		1	6	ac		10	10	ac%		20	30																									0
Sleep Bringer	100	1		1	1	102	88	hgl	Gaunlets(H)			5	10000	1	1	8					ac		30	30	allskills		1	1	mana%		20	20	lifesteal		3	3	ac%		10	20	manasteal		3	3	swing2		20	20																					0
Pin Leg	100	1		1	1	18	16	lbt	Leather Boots			5	10000	1	1	3					move1		10	10	hp/lvl	24			abs-ltng		5	8	block2		20	20	ac%/lvl	16			ac%		10	20																									0
Peacock	100	1		1	1	32	28	vbt	Heavy Boots			5	10000	1	1	18					ac/lvl	12			move2		20	20	demon-heal		5	5	mag%/lvl	16			ac		12	12	ac%		20	30	red-dmg%		5	5																					0
Breast Rope	100	1		1	1	52	46	mbt	Chain Boots			5	10000	1	1	9					move3		30	30	allskills		1	1	slow		20	20	regen		10	10	ac		12	12	ac%		30	40																									0
Unruly	100	1		1	1	78	66	tbt	Light Plate Boots			5	10000	1	1	20					dmg-mag		5	15	sock	2			manasteal		2	2	lifesteal		2	2	light		-1	-1	ac%		50	60																									0
Skeelstone Eye	100	1		1	1	150	135	xhb	War Boots			5	10000	1	1	7					ac		35	35	str/lvl	24			dex/lvl	24			move2		20	20	res-all		15	15	ac%		130	150	allskills		2	2																					0
Finehair	100	1		1	1	26	22	lbl	Sash(L)			5	10000	1	1	6					dmg-norm		5	10	dmg-mag		5	10	res-all		5	5	move1		10	10																																	0
Peaceful	100	1		1	1	42	36	vbl	Light Belt			5	10000	1	1	20					nofreeze		1	1	balance3		30	30	ac		10	10	ac%		20	30	regen		5	5	sock	2																											0
Nightsmoke	100	1		1	1	70	60	mbl	Belt(M)			5	10000	1	1	14					regen-stam		10	10	mag%		30	50	mana		20	20	red-dmg%		6	10	ac		15	15	ac%		30	50																									0
War Tooth	100	1		1	1	94	82	tbl	Heavy Belt			5	10000	1	1	4					slow		15	15	openwounds		15	15	ac		25	25	deadly		15	15	ac%		40	60	crush		15	15																									0
Wealthy	100	1		1	1	102	88	hbl	Girdle(H)			5	10000	1	1	3					mag%/lvl	48			ac		30	30	red-dmg%		15	15	str		5	5	regen		10	10	ac%		100	200	balance3		30	30																					0
Horn Carrier	100	1		1	1	36	30	amu	Amulet			5	10000	1	0	15					dmg-mag		10	20	move3		30	30	mag%		40	50	slow		5	15	regen		5	10																													0
Wand Elf	100	1		1	1	52	46	amu	Amulet			5	10000	1	0	16					cast2		20	20	light		1	5	allskills		1	1	mag%/lvl	12			nofreeze		1	1	enr/lvl	12			mana%		5	10																					0
Elf King	100	1		1	1	88	76	amu	Amulet			5	10000	1	0	17					swing2		20	20	crush/lvl	12			deadly/lvl	12			vit/lvl	8			dex/lvl	8			enr/lvl	8			str/lvl	8			dmg%/lvl	12																			0
Trembler	100	1		1	1	26	22	rin	Ring			5	10000	1	0	18					red-dmg%		5	10	thorns/lvl	8			lifesteal		4	5	manasteal		4	5	crush		10	15	swing2		20	20																									0
Laid Out	100	1		1	1	52	46	rin	Ring			5	10000	1	0	19					allskills		1	1	regen		5	8	dmg%		10	20	regen-mana		20	20	cast2		20	20	move2		20	20																									0
Muddy Wolf	100	1		1	1	102	88	rin	Ring			5	10000	1	0	0					mag%		40	60	nofreeze		1	1	allskills		2	2	move3		30	30	dmg-mag		10	25	block3		30	30																									0
Guffawing	100	1		1	1	114	108	9ha	Hatchet			5	10000	1	1	12					dmg-fire		50	60	dmg-pois	75	100	120	dmg-mag		20	30	swing3		30	30	knock		1	1	lifesteal		5	6	dmg%		200	230																					0
Sup Heavy	100	1		1	1	122	118	9ax	Cleaver			5	10000	1	1	6					ignore-ac		1	1	slow		10	20	dmg%		180	220	rep-dur	5			swing3		30	30	dmg-norm		40	70																									0
Crag	100	1		1	1	132	130	92a	Twin Axe			5	10000	1	0	3					openwounds		10	30	hp%		5	10	dex/lvl	8			vit/lvl	4			enr/lvl	4			ac%		15	15	crush/lvl	6			dmg%		190	220																	0
Mouth Crowder	100	1		1	1	138	136	9mp	Crowbill			5	10000	1	1	6					ignore-ac		1	1	slow		50	50	crush		30	40	lifesteal		10	10	dmg%		200	240																													0
Spurter	100	1		1	1	146	144	9wa	Naga			5	10000	1	0	18					manasteal		10	10	thorns/lvl	8			nofreeze		1	1	dmg%		180	220	dmg-cold	75	15	35	mana%		10	15																									0
Bent Bone	100	1		1	1	112	106	9la	Military Axe			5	10000	1	1	2					ac%/lvl	8			regen-mana		30	40	vit/lvl	4			res-all		10	10	dur%		50	60	dmg%		240	245																									0
Mighty Ruler	100	1		1	1	122	118	9ba	Bearded Axe			5	10000	1	1	20					ease		-60	-60	dmg-max		10	25	red-mag%		10	20	enr		10	20	dmg%		165	165	dmg%/lvl	8																											0
Footless	100	1		1	1	128	124	9bt	Tabar			5	10000	1	1	6					ignore-ac		1	1	lifesteal		2	6	abs-fire%		10	20	dmg-norm		35	75	dmg%		200	200	dur		50	50	mag%		10	20	manasteal		2	6																	0
Iron Nose	100	1		1	1	130	126	9ga	Gothic Axe			5	10000	1	0	13					block		10	20	crush		20	40	str		10	20	swing2		20	20	att%		35	35	dmg%		220	250																									0
Protecting Beard	100	1		1	1	138	136	9gi	Ancient Axe			5	10000	1	0	3					freeze		10	20	nofreeze		1	1	hp%		5	10	slow		50	50	dmg-mag		10	20	dmg-norm		20	30	dmg%		240	250																					0
Chooser of the Slain	100	1		1	1	106	100	9wn	Burnt Wand			5	10000	0							mag%/lvl	8			cast2		50	50	res-all		10	10	mana%		15	15	hp		40	40	allskills		3	3																									0
Contrary Screamer	100	1		1	1	112	106	9yw	Petrified Wand			5	10000	1	1	18					mana/lvl	8			cast2		10	10	mana/lvl	10			balance3		30	30	regen		8	8	nec		3	3	skilltab	8	2	2																					0
Victory God	100	1		1	1	114	108	9bw	Tomb Wand			5	10000	1	0	15					nec		3	3	red-dmg%		10	10	mana/lvl	10			move2		20	20	cast1		10	10	skilltab	8	2	2	ac%		10	30	skill	80	2	5	skill	69	3	5	skill	70	3	5									0
Twice Blind	100	1		1	1	128	124	9gw	Grave Wand			5	10000	1	1	19					nofreeze		1	1	dmg-to-mana		20	20	mana%		10	15	block		30	40	cast3		50	50	regen-mana		30	40	nec		4	4	enr/lvl	6			mag%/lvl	8			regen		12	12									0
Weaver	100	1		1	1	110	102	9cl	Cudgel			5	10000	1	1	3					ignore-ac		1	1	indestruct		1	1	swing2		20	20	dmg%		230	240	regen-mana		60	70	demon-heal		15	15																									0
Slaughter Gaut	100	1		1	1	118	112	9sc	Rune Scepter			5	10000	1	1	4					manasteal		8	8	knock		1	1	dmg-norm		40	50	move3		30	30	pal		2	3	dmg%		220	250	swing2		30	30																					0
Blusterer	100	1		1	1	120	114	9qs	Holy Water Sprinkler			5	10000	1	0	20					mana-kill		8	8	lifesteal		6	6	slow		10	10	abs-cold%		10	15	dmg%		190	240	swing1		10	10	dmg-norm		30	40																					0
One Eye	100	1		1	1	130	126	9ws	Divine Scepter			5	10000	1	0	5					pal		2	2	dmg%		170	260	swing2		20	20	dmg-mag		10	40	vit/lvl	6			move2		20	20	dmg%/lvl	12																							0
Riddler	100	1		1	1	120	114	9sp	Barbed Club			5	10000	1	0	8					red-dmg%		5	10	dmg-to-mana		15	25	dur%		60	60	half-freeze		1	1	crush		20	20	dmg%		220	240	ignore-ac		1	1																					0
Screamer	100	1		1	1	122	118	9ma	Flanged Mace			5	10000	1	0	6					cold-min		20	30	res-cold		40	50	freeze		20	30	dmg-mag		5	10	nofreeze		1	1	dmg%		220	220	dmg-norm		20	30																					0
Father of the Slain	100	1		1	1	130	126	9mt	Jagged Star			5	10000	1	0	17					ignore-ac		1	1	indestruct		1	1	mag%		20	20	dmg%		170	190	regen-stam		40	50	lifesteal		5	6	dmg-norm		25	40																					0
Slain Tame	100	1		1	1	138	136	9fl	Knout			5	10000	1	1	9					hit-skill	121	15	30	hit-skill	66	20	20	hit-skill	62	15	20	hit-skill	56	20	30	dmg%		240	260	swing2		20	20	hit-skill	42	20	20	sock	2			dmg-min		40	50													0
Truth Getter	100	1		1	1	132	130	9wh	Battle Hammer			5	10000	1	0	14					lifesteal		5	5	manasteal		5	5	swing3		30	30	dmg%		220	220	stupidity		20	20	slow		10	20	abs-cold%		5	10																					0
Nourisher	100	1		1	1	146	144	9m9	War Club			5	10000	1	0	19					indestruct		1	1	dmg%		270	300	dmg-mag		50	60	str/lvl	8			ignore-ac		1	1	dmg%/lvl	8			dmg/lvl	6			att%		10	10																	0
Battle Blinder	100	1		1	1	138	136	9gm	Martel de Fer			5	10000	1	0	3					red-dmg%		5	15	demon-heal		10	10	thorns/lvl	8			slow		20	40	crush/lvl	8			dmg%		130	160	ignore-ac		1	1	deadly		20	30																	0
Oaken	100	1		1	1	98	90	9ss	Gladius			5	10000	1	1	3					dmg-norm		12	45	att%		5	10	slow		5	10	res-all		10	15	swing2		20	20	dmg%		180	220	openwounds		10	25	allskills		1	1	indestruct		1	1													0
Spike	100	1		1	1	102	94	9sm	Cutlass			5	10000	1	0	6					freeze		40	50	dmg-to-mana		10	20	dmg-mag		30	40	dmg/lvl	8			dmg%		200	250	swing2		20	20	manasteal		6	6																					0
Borer	100	1		1	1	106	100	9sb	Shamshir			5	10000	1	0	0					ignore-ac		1	1	knock		1	1	half-freeze		1	1	balance2		20	20	dmg-norm		35	40	dmg%		200	220	manasteal		15	15																					0
Snoozy	100	1		1	1	112	106	9fc	Tulwar			5	10000	1	1	18					stupidity		50	60	red-dmg%		5	7	noheal		1	1	regen-mana		50	60	dmg%		220	250	hp%		10	10	swing3		30	30																					0
Deceiver	100	1		1	1	118	112	9cr	Dimensional Blade			5	10000	1	0	17					mag%		90	120	swing2		30	30	mag%/lvl	12			crush		10	20	indestruct		1	1	dmg%		100	150	sock	6																							0
Chanter	100	1		1	1	122	118	9bs	Battle Sword			5	10000	1	1	11					thorns/lvl	8			str/lvl	8			dur%		10	20	dmg/lvl	8			dmg%		200	220																													0
Mill Handle	100	1		1	1	128	124	9ls	Rune Sword			5	10000	1	0	7					knock		1	1	abs-fire		30	40	dmg-dem/lvl	8			dmg%		150	150	balance3		30	30	hit-skill	101	50	50																									0
